"g3_id","g1_race","g1_male","g2_male","g3_male","g1_age","g2_age","g3_age","g3_edu_highest","g2_edu_highest","g1_edu_highest","g3_edu_years","g2_edu_years","g1_edu_years","g3_house_value","g2_house_value","g1_house_value","g3_poor_srh","g2_poor_srh","g1_poor_srh","g1_weight","g3_house_value_quintile","g3_house_value_percentile","g2_house_value_quintile","g2_house_value_percentile","g1_house_value_quintile","g1_house_value_percentile","n","pweight_1","id","g1_white","g1_agesq","g1_edu_cat","g2_agesq","g2_edu_cat","g3_agesq","g3_edu_cat","hs_or_less"
1376030,"white",0,1,1,34.5,31.5,38,3,2,2,14,11.8333333333333,12,0,0,0,0,0,0,21,0,0,0,0,0,0,1,21,1376030,1,1190.25,"hs",992.25,"hs",1444,"some_college","less"
1376031,"white",0,1,0,34.5,31.5,35,5,2,2,17,11.8333333333333,12,290361.4,0,0,0,0,0,21,4,79,0,0,0,0,1,21,1376031,1,1190.25,"hs",992.25,"hs",1225,"higher","less"
1376032,"white",0,1,0,34.5,31.5,31,1,2,2,10,11.8333333333333,12,0,0,0,0,0,0,21,0,0,0,0,0,0,1,21,1376032,1,1190.25,"hs",992.25,"hs",961,"less_hs","less"
1377030,"white",0.5,1,1,57,38.5,40,4,5,2,16,17,12,330361.4,604275.55,0,0,0,0,29,4,83,4,99,0,0,1,29,1377030,1,3249,"hs",1482.25,"higher",1600,"college","less"
1377031,"white",0.5,0,1,57,35.6666666666667,36,5,5,2,17,17,12,277859.4,248281.216666667,0,0,0,0,29,4,77,4,90,0,0,1,29,1377031,1,3249,"hs",1272.11111111111,"higher",1296,"higher","less"
1377032,"white",0.5,0,0,57,35.6666666666667,34.5,4,5,2,16,17,12,444005.95,248281.216666667,0,0,0,0,29,4,91,4,90,0,0,1,29,1377032,1,3249,"hs",1272.11111111111,"higher",1190.25,"college","less"
1377033,"white",0.5,0,1,57,35.6666666666667,32,4,5,2,16,17,12,80270.05,248281.216666667,0,0,0,0,29,1,22,4,90,0,0,1,29,1377033,1,3249,"hs",1272.11111111111,"higher",1024,"college","less"
1397030,"white",0.5,0,1,40,33.5,37,4,5,3.5,16,17,15,115000,156091.325,264101.065517241,0,0,0,24,2,35,3,75,4,95,1,24,1397030,1,1600,NA,1122.25,"higher",1369,"college","more"
1397031,"white",0.5,0,1,40,33.5,32,5,5,3.5,17,17,15,0,156091.325,264101.065517241,0,0,0,24,0,0,3,75,4,95,1,24,1397031,1,1600,NA,1122.25,"higher",1024,"higher","more"
1397032,"white",0.5,0,1,40,33.5,31,5,5,3.5,17,17,15,207148.5,156091.325,264101.065517241,0,0,0,24,3,64,3,75,4,95,1,24,1397032,1,1600,NA,1122.25,"higher",961,"higher","more"
1397033,"white",0.5,1,1,40,30.5,31,4,5,3.5,16,16.8333333333333,15,0,189157.383333333,264101.065517241,0,0,0,24,0,0,4,83,4,95,1,24,1397033,1,1600,NA,930.25,"higher",961,"college","more"
1397035,"white",0.5,1,1,40,30.5,29,4,5,3.5,15.5,16.8333333333333,15,0,189157.383333333,264101.065517241,1,0,0,24,0,0,4,83,4,95,1,24,1397035,1,1600,NA,930.25,"higher",841,"college","more"
1397034,"white",0.5,1,1,40,25,28,4,4,3.5,16,16,15,0,0,264101.065517241,0,0,0,24,0,0,0,0,4,95,1,24,1397034,1,1600,NA,625,"college",784,"college","more"
1399034,"white",0.5,1,0,38.5,32.5,32,5,2,2,17,12,12,0,242316.533333333,206633.162643678,0,0,0,24,0,0,4,89,4,89,1,24,1399034,1,1482.25,"hs",1056.25,"hs",1024,"higher","less"
1399036,"white",0.5,0,0,38.5,27.5,27,2,2,2,12,12,12,106608.415,23578.35,206633.162643678,0,0,0,24,2,33,1,15,4,89,1,24,1399036,1,1482.25,"hs",756.25,"hs",729,"hs","less"
1399030,"white",0.5,0,1,38.5,27.5,36,2,2,2,12,12,12,209110.4,45408.75,206633.162643678,0,0,0,24,3,65,2,27,4,89,1,24,1399030,1,1482.25,"hs",756.25,"hs",1296,"hs","less"
1399031,"white",0.5,0,1,38.5,27.5,35,2,2,2,12,12,12,125000,45408.75,206633.162643678,0,0,0,24,2,39,2,27,4,89,1,24,1399031,1,1482.25,"hs",756.25,"hs",1225,"hs","less"
1399033,"white",0.5,0,1,38.5,27.5,33,2,2,2,12,12,12,0,45408.75,206633.162643678,1,0,0,24,0,0,2,27,4,89,1,24,1399033,1,1482.25,"hs",756.25,"hs",1089,"hs","less"
1399032,"white",0.5,0,1,38.5,25.5,33,3,1,2,14,11,12,325718.8,60459.005,206633.162643678,0,0,0,24,4,83,2,34,4,89,1,24,1399032,1,1482.25,"hs",650.25,"less_hs",1089,"some_college","less"
1399035,"white",0.5,0,1,38.5,25.5,30.5,2,1,2,12,11,12,134646.55,60459.005,206633.162643678,0,0,0,24,2,42,2,34,4,89,1,24,1399035,1,1482.25,"hs",650.25,"less_hs",930.25,"hs","less"
1401030,"white",0.5,1,0,45,39.5,41,2,5,1.5,12,17,10,75000,225503.366666667,144187.640804597,0,0,0,24,1,20,4,88,3,74,1,24,1401030,1,2025,NA,1560.25,"higher",1681,"hs","more"
1406030,"white",0.5,0,1,39,33.5,43,3,2,1,13,12,8.5,361076.25,0,0,0,0,0,24,4,86,0,0,0,0,1,24,1406030,1,1521,"less_hs",1122.25,"hs",1849,"some_college","less"
1406033,"white",0.5,0,0,39,33.5,39,2,2,1,12,12,8.5,432148.5,0,0,1,0,0,24,4,91,0,0,0,0,1,24,1406033,1,1521,"less_hs",1122.25,"hs",1521,"hs","less"
1411036,"black",0.5,0,0,34.5,32.6666666666667,33,3,4,1.5,13.5,16,11.5,0,0,0,0,0,0,22,0,0,0,0,0,0,1,22,1411036,0,1190.25,NA,1067.11111111111,"college",1089,"some_college","more"
1411041,"black",0.5,0,1,34.5,32.6666666666667,30.5,2,4,1.5,12,16,11.5,0,0,0,0,0,0,22,0,0,0,0,0,0,1,22,1411041,0,1190.25,NA,1067.11111111111,"college",930.25,"hs","more"
1411043,"black",0.5,0,1,34.5,32.6666666666667,26,-Inf,4,1.5,0,16,11.5,0,0,0,0,0,0,22,0,0,0,0,0,0,1,22,1411043,0,1190.25,NA,1067.11111111111,"college",676,NA,"more"
1411034,"black",0.5,0,0,34.5,30.5,38.5,5,3,1.5,17,14,11.5,336616.3,0,0,0,0,0,22,4,84,0,0,0,0,1,22,1411034,0,1190.25,NA,930.25,"some_college",1482.25,"higher","more"
1411037,"black",0.5,0,1,34.5,30.5,34,-Inf,3,1.5,0,14,11.5,150000,0,0,1,0,0,22,2,46,0,0,0,0,1,22,1411037,0,1190.25,NA,930.25,"some_college",1156,NA,"more"
1411033,"black",0.5,0,1,34.5,28.5,38,2,2,1.5,12,12,11.5,0,75340.8416666667,0,0,0,0,22,0,0,2,43,0,0,1,22,1411033,0,1190.25,NA,812.25,"hs",1444,"hs","more"
1411035,"black",0.5,0,1,34.5,28.5,34.5,2,2,1.5,12,12,11.5,139733.9,75340.8416666667,0,0,0,0,22,2,43,2,43,0,0,1,22,1411035,0,1190.25,NA,812.25,"hs",1190.25,"hs","more"
1411039,"black",0.5,0,1,34.5,28.5,32,3,2,1.5,14,12,11.5,90000,75340.8416666667,0,0,0,0,22,2,26,2,43,0,0,1,22,1411039,0,1190.25,NA,812.25,"hs",1024,"some_college","more"
1411040,"black",0.5,0,1,34.5,25.5,34,3,3,1.5,13,13,11.5,0,0,0,0,0,0,22,0,0,0,0,0,0,1,22,1411040,0,1190.25,NA,650.25,"some_college",1156,"some_college","more"
1414031,"black",0.5,0,0,39.5,33.5,37,3,3,1,13,12.1666666666667,10.5,0,0,0,0,0,0,22,0,0,0,0,0,0,1,22,1414031,0,1560.25,"less_hs",1122.25,"some_college",1369,"some_college","less"
1415030,"white",0.5,0,0,31,25.5,34,3,2,1,14,12,11,0,21267.74,0,0,0,0,17,0,0,1,14,0,0,1,17,1415030,1,961,"less_hs",650.25,"hs",1156,"some_college","less"
1426031,"black",0,0,1,32.5,25.5,37,3,3,-Inf,15,14,0,78750.99,0,0,1,0,0,21,1,21,0,0,0,0,1,21,1426031,0,1056.25,NA,650.25,"some_college",1369,"some_college","more"
1426033,"black",0,0,1,32.5,25.5,31.5,2,3,-Inf,12,14,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,21,1426033,0,1056.25,NA,650.25,"some_college",992.25,"hs","more"
1426035,"black",0,0,1,32.5,25.5,28,3,3,-Inf,15,14,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,21,1426035,0,1056.25,NA,650.25,"some_college",784,"some_college","more"
1428030,"white",0.5,0,0,43,28.5,33,3,5,-Inf,15,17,12,0,30111.3283333333,137148.014367816,0,0,0,27,0,0,1,19,3,71,1,27,1428030,1,1849,NA,812.25,"higher",1089,"some_college","more"
1431030,"white",0.5,1,1,27,27,27,4,2,1,16,12,10,142502,123670.04,27429.6078735632,0,0,0,17,2,44,3,65,1,11,1,17,1431030,1,729,"less_hs",729,"hs",729,"college","less"
1438036,"black",0.5,0,0,38.5,27.6666666666667,29,2,3,2.5,12,14,13,0,0,116484.718103449,0,0,0,24,0,0,0,0,3,61,1,24,1438036,0,1482.25,NA,765.444444444444,"some_college",841,"hs","more"
1445031,"white",0.5,1,0,43,27,33,4,4,2,16,16,12,125000,0,89146.2218390804,0,0,0,23,2,39,0,0,2,46,1,23,1445031,1,1849,"hs",729,"college",1089,"college","less"
1445035,"white",0.5,1,1,43,27,31,3,4,2,13,16,12,0,0,89146.2218390804,0,0,0,23,0,0,0,0,2,46,1,23,1445035,1,1849,"hs",729,"college",961,"some_college","less"
1445037,"white",0.5,1,1,43,27,28,4,4,2,16,16,12,0,0,89146.2218390804,0,0,0,23,0,0,0,0,2,46,1,23,1445037,1,1849,"hs",729,"college",784,"college","less"
1459031,"white",0.5,0,0,43,37.5,41,3,3,1.5,14,12.8333333333333,11,0,0,137148.014367816,0,0,0,26,0,0,0,0,3,71,1,26,1459031,1,1849,NA,1406.25,"some_college",1681,"some_college","more"
1459033,"white",0.5,0,0,43,37.5,35,3,3,1.5,14,12.8333333333333,11,0,0,137148.014367816,1,0,0,26,0,0,0,0,3,71,1,26,1459033,1,1849,NA,1406.25,"some_college",1225,"some_college","more"
1468031,"white",0.5,0,0,47.5,27,31,3,2,1.5,13,12,11,77393.96,19308.6022,81742.1689655173,0,0,0,23,1,21,1,13,2,42,1,23,1468031,1,2256.25,NA,729,"hs",961,"some_college","more"
1468033,"white",0.5,0,0,47.5,27,28,-Inf,2,1.5,NA,12,11,79786.73,19308.6022,81742.1689655173,0,0,0,23,1,22,1,13,2,42,1,23,1468033,1,2256.25,NA,729,"hs",784,NA,"more"
1473030,"white",0.5,1,0,56,35.5,40,5,3,1.5,17,14,11,216342.3,165284.083333333,30767.1978735632,0,0,0,23,3,66,4,78,1,13,1,23,1473030,1,3136,NA,1260.25,"some_college",1600,"higher","more"
1473031,"white",0.5,1,0,56,35.5,36,5,3,1.5,17,14,11,122144.55,165284.083333333,30767.1978735632,0,0,0,23,2,37,4,78,1,13,1,23,1473031,1,3136,NA,1260.25,"some_college",1296,"higher","more"
1473032,"white",0.5,1,1,56,35.5,30.5,3,3,1.5,14,14,11,181465.85,165284.083333333,30767.1978735632,0,0,0,23,3,57,4,78,1,13,1,23,1473032,1,3136,NA,1260.25,"some_college",930.25,"some_college","more"
1496030,"white",0.5,1,0,53.5,41.5,42,5,3,1,17,14.5,11,305361.4,142163.6,100918.878448276,0,0,0,24,4,80,3,70,3,53,1,24,1496030,1,2862.25,"less_hs",1722.25,"some_college",1764,"higher","less"
1496031,"white",0.5,1,0,53.5,41.5,39.5,4,3,1,16,14.5,11,377148.5,142163.6,100918.878448276,0,0,0,24,4,88,3,70,3,53,1,24,1496031,1,2862.25,"less_hs",1722.25,"some_college",1560.25,"college","less"
1513031,"white",0.5,0,1,50,40.5,38.5,3,5,3.5,13,17,15,0,287493.583333333,215734.796551724,0,0,0,24,0,0,4,92,4,90,1,24,1513031,1,2500,NA,1640.25,"higher",1482.25,"some_college","more"
1513030,"white",0.5,0,0,50,37.5,34,5,5,3.5,17,17,15,243399.5,385840.316666667,215734.796551724,0,0,0,24,3,71,4,96,4,90,1,24,1513030,1,2500,NA,1406.25,"higher",1156,"higher","more"
1513032,"white",0.5,0,0,50,37.5,31,5,5,3.5,17,17,15,0,385840.316666667,215734.796551724,0,0,0,24,0,0,4,96,4,90,1,24,1513032,1,2500,NA,1406.25,"higher",961,"higher","more"
1522037,"white",0.5,1,0,48,38,29,5,5,3,17,16.1666666666667,14,0,590247.616666667,219436.872988506,0,0,0,24,0,0,4,99,4,91,1,24,1522037,1,2304,"some_college",1444,"higher",841,"higher","more"
1522035,"white",0.5,1,1,48,35.5,30.5,5,5,3,17,17,14,112500,171632.316666667,219436.872988506,0,0,0,24,2,35,4,79,4,91,1,24,1522035,1,2304,"some_college",1260.25,"higher",930.25,"higher","more"
1522030,"white",0.5,1,0,48,31.5,37,3,3,3,13,14,14,352152.5,21613.4833333333,219436.872988506,1,0,0,24,4,86,1,14,4,91,1,24,1522030,1,2304,"some_college",992.25,"some_college",1369,"some_college","more"
1522033,"white",0.5,0,0,48,29.5,32,4,4,3,16,16,14,142412.6,282990.65,219436.872988506,0,0,0,24,2,44,4,92,4,91,1,24,1522033,1,2304,"some_college",870.25,"college",1024,"college","more"
1522036,"white",0.5,0,1,48,29.5,29.5,4,4,3,16,16,14,0,282990.65,219436.872988506,0,0,0,24,0,0,4,92,4,91,1,24,1522036,1,2304,"some_college",870.25,"college",870.25,"college","more"
1522034,"white",0.5,1,0,48,27.5,32,4,5,3,16,16.5,14,0,0,219436.872988506,0,0,0,24,0,0,0,0,4,91,1,24,1522034,1,2304,"some_college",756.25,"higher",1024,"college","more"
1522038,"white",0.5,1,0,48,27.5,28,4,5,3,16,16.5,14,0,0,219436.872988506,1,0,0,24,0,0,0,0,4,91,1,24,1522038,1,2304,"some_college",756.25,"higher",784,"college","more"
1522039,"white",0.5,0,1,48,26.5,26,5,4,3,17,16,14,0,41982.3,219436.872988506,0,0,0,24,0,0,1,25,4,91,1,24,1522039,1,2304,"some_college",702.25,"college",676,"higher","more"
1523030,"white",0.5,1,0,52,31.5,33,5,2,3,17,12,14,0,85891.3983333333,147160.814367816,0,0,0,24,0,0,2,48,3,75,1,24,1523030,1,2704,"some_college",992.25,"hs",1089,"higher","more"
1523031,"white",0.5,1,1,52,31.5,32,5,2,3,17,12,14,174465.85,85891.3983333333,147160.814367816,0,0,0,24,3,54,2,48,3,75,1,24,1523031,1,2704,"some_college",992.25,"hs",1024,"higher","more"
1533032,"white",0.5,0,1,37.5,34.1666666666667,28,5,4,1,17,16,10.5,0,252913.283333333,126588.574712644,0,0,0,23,0,0,4,90,3,67,1,23,1533032,1,1406.25,"less_hs",1167.36111111111,"college",784,"higher","less"
1540030,"white",0,0,1,60.5,49.5,45,5,3,-Inf,17,15,NA,508935.65,197675.166666667,130108.387931034,0,0,0,24,4,94,4,84,3,67,1,24,1540030,1,3660.25,NA,2450.25,"some_college",2025,"higher","more"
1541030,"white",0.5,1,0,38.5,32.5,39,3,2,2,15,12,12,247859.4,120497.921666667,248353.012643678,0,0,0,24,3,72,3,64,4,94,1,24,1541030,1,1482.25,"hs",1056.25,"hs",1521,"some_college","less"
1541031,"white",0.5,1,1,38.5,32.5,36.5,4,2,2,16,12,12,0,120497.921666667,248353.012643678,0,0,0,24,0,0,3,64,4,94,1,24,1541031,1,1482.25,"hs",1056.25,"hs",1332.25,"college","less"
1541036,"white",0.5,1,0,38.5,32.5,32,1,2,2,11,12,12,0,120497.921666667,248353.012643678,0,0,0,24,0,0,3,64,4,94,1,24,1541036,1,1482.25,"hs",1056.25,"hs",1024,"less_hs","less"
1541038,"white",0.5,1,0,38.5,32.5,28.5,3,2,2,14,12,12,0,120497.921666667,248353.012643678,0,0,0,24,0,0,3,64,4,94,1,24,1541038,1,1482.25,"hs",1056.25,"hs",812.25,"some_college","less"
1542033,"white",0.5,1,1,32.5,28.5,31,4,4,4,16,8,15,0,200007.65,240009.062643678,0,0,0,24,0,0,4,85,4,93,1,24,1542033,1,1056.25,"college",812.25,"college",961,"college","more"
1542035,"white",0.5,1,0,32.5,28.5,27.5,5,4,4,17,8,15,0,200007.65,240009.062643678,0,0,0,24,0,0,4,85,4,93,1,24,1542035,1,1056.25,"college",812.25,"college",756.25,"higher","more"
1542030,"white",0.5,0,1,32.5,26.5,31,5,3,4,17,14,15,106876.5,168489.925,240009.062643678,0,0,0,24,2,33,4,79,4,93,1,24,1542030,1,1056.25,"college",702.25,"some_college",961,"higher","more"
1542034,"white",0.5,0,1,32.5,26.5,28,2,3,4,12,14,15,94108.415,168489.925,240009.062643678,0,0,0,24,2,28,4,79,4,93,1,24,1542034,1,1056.25,"college",702.25,"some_college",784,"hs","more"
1542031,"white",0.5,0,0,32.5,25.5,31,4,3,4,16,13,15,0,0,240009.062643678,0,0,0,24,0,0,0,0,4,93,1,24,1542031,1,1056.25,"college",650.25,"some_college",961,"college","more"
1542032,"white",0.5,0,1,32.5,25.5,33,2,3,4,12,13,15,0,0,240009.062643678,0,0,0,24,0,0,0,0,4,93,1,24,1542032,1,1056.25,"college",650.25,"some_college",1089,"hs","more"
1547031,"white",0.5,0,0,29.5,27,29,5,3,2,17,14,12,251878.45,173778.36,274296.078735632,0,0,0,29,3,73,4,80,4,96,1,29,1547031,1,870.25,"hs",729,"some_college",841,"higher","less"
1565032,"white",0,0,0,53.5,37.5,45,5,4,2,17,15.8333333333333,12,356254.95,137931.133333333,246923.987931034,0,0,0,25,4,86,3,69,4,93,1,25,1565032,1,2862.25,"hs",1406.25,"college",2025,"higher","less"
1565033,"white",0,0,1,53.5,37.5,44,5,4,2,17,15.8333333333333,12,533935.65,137931.133333333,246923.987931034,0,0,0,25,4,94,3,69,4,93,1,25,1565033,1,2862.25,"hs",1406.25,"college",1936,"higher","less"
1565034,"white",0,0,1,53.5,37.5,42,4,4,2,16,15.8333333333333,12,125000,137931.133333333,246923.987931034,0,0,0,25,2,39,3,69,4,93,1,25,1565034,1,2862.25,"hs",1406.25,"college",1764,"college","less"
1567032,"white",0.5,0,0,53.5,33.6666666666667,35,5,2,1.5,17,12,10,152680.7,84233.24,73671.5137931035,0,0,0,23,2,47,2,47,2,39,1,23,1567032,1,2862.25,NA,1133.44444444444,"hs",1225,"higher","more"
1570030,"black",0.5,1,0,30.5,30.1666666666667,32,2,2,1,12,12,8,0,96941.33,0,1,0,0,7,0,0,3,54,0,0,1,7,1570030,0,930.25,"less_hs",910.027777777778,"hs",1024,"hs","less"
1570032,"black",0.5,0,1,30.5,28.5,33,2,2,1,12,12,8,0,9824.31,0,1,0,0,7,0,0,1,4,0,0,1,7,1570032,0,930.25,"less_hs",812.25,"hs",1089,"hs","less"
1571035,"black",0.5,0,1,40,34.8333333333333,39.5,2,2,1.5,12,12,11.5,0,0,51339.4025287356,1,0,0,24,0,0,0,0,2,27,1,24,1571035,0,1600,NA,1213.36111111111,"hs",1560.25,"hs","more"
1571036,"black",0.5,0,1,40,34.8333333333333,38.5,2,2,1.5,12,12,11.5,0,0,51339.4025287356,1,0,0,24,0,0,0,0,2,27,1,24,1571036,0,1600,NA,1213.36111111111,"hs",1482.25,"hs","more"
1571030,"black",0.5,0,0,40,35,45.5,2,2,1.5,12,12,11.5,0,30521.4683333333,51339.4025287356,0,0,0,24,0,0,1,19,2,27,1,24,1571030,0,1600,NA,1225,"hs",2070.25,"hs","more"
1571031,"black",0.5,0,1,40,35,42,2,2,1.5,12,12,11.5,0,30521.4683333333,51339.4025287356,0,0,0,24,0,0,1,19,2,27,1,24,1571031,0,1600,NA,1225,"hs",1764,"hs","more"
1572032,"black",0,0,0,26.5,26.5,39,2,1,2,12,9,12,0,0,0,0,0,0,7,0,0,0,0,0,0,1,7,1572032,0,702.25,"hs",702.25,"less_hs",1521,"hs","less"
1572034,"black",0,0,0,26.5,26.5,36.5,3,1,2,14,9,12,0,0,0,0,0,0,7,0,0,0,0,0,0,1,7,1572034,0,702.25,"hs",702.25,"less_hs",1332.25,"some_college","less"
1572035,"black",0,0,1,26.5,26.5,34.5,3,1,2,13,9,12,0,0,0,1,0,0,7,0,0,0,0,0,0,1,7,1572035,0,702.25,"hs",702.25,"less_hs",1190.25,"some_college","less"
1572037,"black",0,0,1,26.5,26.5,33,2,1,2,12,9,12,0,0,0,0,0,0,7,0,0,0,0,0,0,1,7,1572037,0,702.25,"hs",702.25,"less_hs",1089,"hs","less"
1572033,"black",0,0,0,26.5,26,38,1,1,2,11,11,12,0,50501.49,0,0,0,0,7,0,0,2,29,0,0,1,7,1572033,0,702.25,"hs",676,"less_hs",1444,"less_hs","less"
1572038,"black",0,0,0,26.5,26,28,3,1,2,15,11,12,117055.2,50501.49,0,0,0,0,7,2,36,2,29,0,0,1,7,1572038,0,702.25,"hs",676,"less_hs",784,"some_college","less"
1572040,"black",0,0,0,26.5,26,27,2,1,2,12,11,12,0,50501.49,0,0,0,0,7,0,0,2,29,0,0,1,7,1572040,0,702.25,"hs",676,"less_hs",729,"hs","less"
1572039,"black",0,0,1,26.5,25,28,2,2,2,12,12,12,0,0,0,0,0,0,7,0,0,0,0,0,0,1,7,1572039,0,702.25,"hs",625,"hs",784,"hs","less"
1577031,"white",0.5,1,1,51,44.5,38,2,3,1.5,12,12.1666666666667,10,0,159006.866666667,0,1,0,0,25,0,0,4,77,0,0,1,25,1577031,1,2601,NA,1980.25,"some_college",1444,"hs","more"
1577032,"white",0.5,1,1,51,36.5,33,2,4,1.5,12,16,10,0,0,0,0,0,0,25,0,0,0,0,0,0,1,25,1577032,1,2601,NA,1332.25,"college",1089,"hs","more"
1579030,"white",0,0,1,49.5,37.5,44,2,4,3,12,16,14,88038.1,110396.645,99341.2350574712,1,0,0,23,1,25,3,59,3,52,1,23,1579030,1,2450.25,"some_college",1406.25,"college",1936,"hs","more"
1579031,"white",0,0,0,49.5,37.5,42,4,4,3,16,16,14,0,110396.645,99341.2350574712,1,0,0,23,0,0,3,59,3,52,1,23,1579031,1,2450.25,"some_college",1406.25,"college",1764,"college","more"
1579037,"white",0,0,1,49.5,37.5,34,3,4,3,14,16,14,318236.3,110396.645,99341.2350574712,0,0,0,23,4,82,3,59,3,52,1,23,1579037,1,2450.25,"some_college",1406.25,"college",1156,"some_college","more"
1579041,"white",0,0,1,49.5,37.5,33,2,4,3,12,16,14,328218.8,110396.645,99341.2350574712,0,0,0,23,4,83,3,59,3,52,1,23,1579041,1,2450.25,"some_college",1406.25,"college",1089,"hs","more"
1579033,"white",0,0,1,49.5,34.5,38,2,5,3,6,17,14,79500,0,99341.2350574712,0,0,0,23,1,22,0,0,3,52,1,23,1579033,1,2450.25,"some_college",1190.25,"higher",1444,"hs","more"
1579034,"white",0,0,0,49.5,34.5,36,4,5,3,16,17,14,1e+05,0,99341.2350574712,1,0,0,23,2,30,0,0,3,52,1,23,1579034,1,2450.25,"some_college",1190.25,"higher",1296,"college","more"
1579036,"white",0,1,0,49.5,40.5,35,4,3,3,16,15,14,241252.95,126754.4,99341.2350574712,0,0,0,23,3,70,3,66,3,52,1,23,1579036,1,2450.25,"some_college",1640.25,"some_college",1225,"college","more"
1579040,"white",0,1,0,49.5,40.5,33,5,3,3,17,15,14,139912.6,126754.4,99341.2350574712,0,0,0,23,2,43,3,66,3,52,1,23,1579040,1,2450.25,"some_college",1640.25,"some_college",1089,"higher","more"
1579035,"white",0,1,1,49.5,31.5,35,5,3,3,17,13.8333333333333,14,375718.8,152919.066666667,99341.2350574712,0,0,0,23,4,87,3,74,3,52,1,23,1579035,1,2450.25,"some_college",992.25,"some_college",1225,"higher","more"
1579039,"white",0,1,1,49.5,31.5,33,4,3,3,15.5,13.8333333333333,14,356254.95,152919.066666667,99341.2350574712,0,0,0,23,4,86,3,74,3,52,1,23,1579039,1,2450.25,"some_college",992.25,"some_college",1089,"college","more"
1579032,"white",0,0,1,49.5,30.3333333333333,38,4,5,3,16,16.6666666666667,14,636616.3,153289.1,99341.2350574712,0,0,0,23,4,95,3,75,3,52,1,23,1579032,1,2450.25,"some_college",920.111111111111,"higher",1444,"college","more"
1579038,"white",0,0,0,49.5,30.3333333333333,34,5,5,3,17,16.6666666666667,14,0,153289.1,99341.2350574712,0,0,0,23,0,0,3,75,3,52,1,23,1579038,1,2450.25,"some_college",920.111111111111,"higher",1156,"higher","more"
1579042,"white",0,0,1,49.5,30.3333333333333,28,5,5,3,17,16.6666666666667,14,222680.7,153289.1,99341.2350574712,0,0,0,23,3,67,3,75,3,52,1,23,1579042,1,2450.25,"some_college",920.111111111111,"higher",784,"higher","more"
1591031,"white",0.5,1,0,38.5,33.5,33,5,4,2.5,17,16,13.5,0,147426.05,150680.627586207,0,0,0,24,0,0,3,72,4,76,1,24,1591031,1,1482.25,NA,1122.25,"college",1089,"higher","more"
1591030,"white",0.5,1,1,38.5,32.5,34,4,2,2.5,16,12,13.5,175448.75,156057.883333333,150680.627586207,0,0,0,24,3,55,3,75,4,76,1,24,1591030,1,1482.25,NA,1056.25,"hs",1156,"college","more"
1591032,"white",0.5,1,0,38.5,32.5,32.5,4,2,2.5,16,12,13.5,284110.4,156057.883333333,150680.627586207,0,0,0,24,4,77,3,75,4,76,1,24,1591032,1,1482.25,NA,1056.25,"hs",1056.25,"college","more"
1599030,"white",0.5,1,0,38,31.5,28,4,4,3,16,16,14,0,205010.016666667,268651.882471265,0,0,0,29,0,0,4,85,4,96,1,29,1599030,1,1444,"some_college",992.25,"college",784,"college","more"
1611031,"white",0.5,0,1,37,30.6666666666667,40,2,2,1.5,12,12,9,175000,104850.8,82835.493275862,1,0,0,22,3,54,3,57,2,43,1,22,1611031,1,1369,NA,940.444444444445,"hs",1600,"hs","more"
1613032,"white",0.5,1,0,38.5,34,36.5,3,2,2,14,12,12,0,122531.4,138999.077586207,1,0,0,27,0,0,3,65,3,73,1,27,1613032,1,1482.25,"hs",1156,"hs",1332.25,"some_college","less"
1613034,"white",0.5,1,1,38.5,34,34,3,2,2,13,12,12,165448.75,122531.4,138999.077586207,0,0,0,27,3,52,3,65,3,73,1,27,1613034,1,1482.25,"hs",1156,"hs",1156,"some_college","less"
1613033,"white",0.5,0,0,38.5,31.6666666666667,36,5,3,2,17,15,12,0,150661.25,138999.077586207,0,0,0,27,0,0,3,74,3,73,1,27,1613033,1,1482.25,"hs",1002.77777777778,"some_college",1296,"higher","less"
1613035,"white",0.5,0,0,38.5,31.6666666666667,33.5,3,3,2,13,15,12,0,150661.25,138999.077586207,1,0,0,27,0,0,3,74,3,73,1,27,1613035,1,1482.25,"hs",1002.77777777778,"some_college",1122.25,"some_college","less"
1613036,"white",0.5,1,0,38.5,27.5,29,4,3,2,16,12.3333333333333,12,0,68892.8,138999.077586207,0,0,0,27,0,0,2,38,3,73,1,27,1613036,1,1482.25,"hs",756.25,"some_college",841,"college","less"
1613038,"white",0.5,1,0,38.5,27.5,26.5,4,3,2,16,12.3333333333333,12,198038.1,68892.8,138999.077586207,0,0,0,27,3,61,2,38,3,73,1,27,1613038,1,1482.25,"hs",756.25,"some_college",702.25,"college","less"
1613037,"white",0.5,0,1,38.5,26.6666666666667,29,2,2,2,12,12,12,163216.85,165412.566666667,138999.077586207,0,0,0,27,3,51,4,78,3,73,1,27,1613037,1,1482.25,"hs",711.111111111111,"hs",841,"hs","less"
1624036,"white",0,0,0,47.5,30.5,27.5,2,3,5,12,14.1666666666667,17,0,76710.4166666667,0,1,0,0,26,0,0,2,44,0,0,1,26,1624036,1,2256.25,"higher",930.25,"some_college",756.25,"hs","more"
