"g3_id","g1_race","g1_male","g2_male","g3_male","g1_age","g2_age","g3_age","g3_edu_highest","g2_edu_highest","g1_edu_highest","g3_edu_years","g2_edu_years","g1_edu_years","g3_house_value","g2_house_value","g1_house_value","g3_poor_srh","g2_poor_srh","g1_poor_srh","g1_weight","g3_house_value_quintile","g3_house_value_percentile","g2_house_value_quintile","g2_house_value_percentile","g1_house_value_quintile","g1_house_value_percentile","n","pweight_1","id","g1_white","g1_agesq","g1_edu_cat","g2_agesq","g2_edu_cat","g3_agesq","g3_edu_cat","hs_or_less"
4031,"white",0.5,1,0,45,34.5,42,2,1,1,12,9,6.5,0,21930.0033333333,119548.969393028,1,0,0,17,0,0,1,14,3,63,1,17,4031,1,2025,"less_hs",1190.25,"less_hs",1764,"hs","less"
4036,"white",0.5,0,0,45,32.5,36,2,2,1,12,12,6.5,113931.7,156330.966666667,119548.969393028,1,0,0,17,2,35,4,76,3,63,1,17,4036,1,2025,"less_hs",1056.25,"hs",1296,"hs","less"
4032,"white",0.5,0,0,45,28.5,44,-Inf,1,1,NA,8,6.5,0,17958.6016666667,119548.969393028,0,0,0,17,0,0,1,11,3,63,1,17,4032,1,2025,"less_hs",812.25,"less_hs",1936,NA,"less"
4034,"white",0.5,0,1,45,28.5,40.5,2,1,1,12,8,6.5,0,17958.6016666667,119548.969393028,0,0,0,17,0,0,1,11,3,63,1,17,4034,1,2025,"less_hs",812.25,"less_hs",1640.25,"hs","less"
4038,"white",0.5,0,0,45,26.4,30,2,2,1,12,12,6.5,0,97375.802,119548.969393028,0,0,0,17,0,0,3,54,3,63,1,17,4038,1,2025,"less_hs",696.96,"hs",900,"hs","less"
6030,"white",0.5,0,0,48,37,43.5,4,2,2,16,12,10.5,346699.75,128899.666666667,0,0,0,0,23,4,85,3,67,0,0,1,23,6030,1,2304,"hs",1369,"hs",1892.25,"college","less"
6031,"white",0.5,0,1,48,37,43,5,2,2,17,12,10.5,575000,128899.666666667,0,0,0,0,23,4,95,3,67,0,0,1,23,6031,1,2304,"hs",1369,"hs",1849,"higher","less"
6032,"white",0.5,1,1,48,31.5,35,5,5,2,17,16.8333333333333,10.5,88038.1,141079.016666667,0,0,0,0,23,1,25,3,70,0,0,1,23,6032,1,2304,"hs",992.25,"higher",1225,"higher","less"
6033,"white",0.5,1,1,48,31.5,35,5,5,2,17,16.8333333333333,10.5,1500000,141079.016666667,0,0,0,0,23,4,97,3,70,0,0,1,23,6033,1,2304,"hs",992.25,"higher",1225,"higher","less"
6034,"white",0.5,1,1,48,31.5,31.5,5,5,2,17,16.8333333333333,10.5,216521.05,141079.016666667,0,0,0,0,23,3,66,3,70,0,0,1,23,6034,1,2304,"hs",992.25,"higher",992.25,"higher","less"
7031,"white",0.5,1,1,47,31.8333333333333,42,1,2,1,11,12,7,7500,0,92301.5869585641,0,0,0,24,1,2,0,0,2,47,1,24,7031,1,2209,"less_hs",1013.36111111111,"hs",1764,"less_hs","less"
7032,"white",0.5,1,1,47,31.8333333333333,41,1,2,1,11,12,7,0,0,92301.5869585641,0,0,0,24,0,0,0,0,2,47,1,24,7032,1,2209,"less_hs",1013.36111111111,"hs",1681,"less_hs","less"
7035,"white",0.5,1,1,47,31.8333333333333,39,1,2,1,10,12,7,0,0,92301.5869585641,1,0,0,24,0,0,0,0,2,47,1,24,7035,1,2209,"less_hs",1013.36111111111,"hs",1521,"less_hs","less"
7030,"white",0.5,0,0,47,30.5,44,2,1,1,12,9,7,0,0,92301.5869585641,1,0,0,24,0,0,0,0,2,47,1,24,7030,1,2209,"less_hs",930.25,"less_hs",1936,"hs","less"
7033,"white",0.5,0,0,47,30.5,42,1,1,1,11,9,7,0,0,92301.5869585641,0,0,0,24,0,0,0,0,2,47,1,24,7033,1,2209,"less_hs",930.25,"less_hs",1764,"less_hs","less"
7034,"white",0.5,0,0,47,30.5,41,1,1,1,11,9,7,0,0,92301.5869585641,0,0,0,24,0,0,0,0,2,47,1,24,7034,1,2209,"less_hs",930.25,"less_hs",1681,"less_hs","less"
7037,"white",0.5,0,1,47,30.5,35.5,1,1,1,10.5,9,7,0,0,92301.5869585641,0,0,0,24,0,0,0,0,2,47,1,24,7037,1,2209,"less_hs",930.25,"less_hs",1260.25,"less_hs","less"
7036,"white",0.5,1,0,47,28.5,35,2,1,1,12,10,7,0,0,92301.5869585641,0,0,0,24,0,0,0,0,2,47,1,24,7036,1,2209,"less_hs",812.25,"less_hs",1225,"hs","less"
7038,"white",0.5,1,1,47,28.5,32.5,2,1,1,12,10,7,15268.07,0,92301.5869585641,1,0,0,24,1,3,0,0,2,47,1,24,7038,1,2209,"less_hs",812.25,"less_hs",1056.25,"hs","less"
7039,"white",0.5,1,1,47,28.5,28,2,1,1,12,10,7,33214.85,0,92301.5869585641,0,0,0,24,1,7,0,0,2,47,1,24,7039,1,2209,"less_hs",812.25,"less_hs",784,"hs","less"
10006,"black",0.5,0,0,58,42.5,52,3,3,2.5,14,13.5,13.5,0,101398.598333333,17234.616766889,0,0,0,3,0,0,3,56,1,5,1,3,10006,0,3364,NA,1806.25,"some_college",2704,"some_college","more"
10007,"black",0.5,0,1,58,42.5,50,3,3,2.5,14,13.5,13.5,0,101398.598333333,17234.616766889,1,0,0,3,0,0,3,56,1,5,1,3,10007,0,3364,NA,1806.25,"some_college",2500,"some_college","more"
13030,"white",0.5,0,0,38.5,34.6666666666667,37,5,3,1.5,17,12.1666666666667,11,217505.9,242295.516666667,99523.4380578783,0,0,0,26,3,66,4,89,3,53,1,26,13030,1,1482.25,NA,1201.77777777778,"some_college",1369,"higher","more"
14030,"white",0,1,1,40.5,25.5,30.5,3,2,4,14,12,16,96608.415,0,29098.4013749256,0,0,0,26,2,29,0,0,1,12,1,26,14030,1,1640.25,"college",650.25,"hs",930.25,"some_college","more"
14031,"white",0,1,0,40.5,25.5,28,2,2,4,12,12,16,0,0,29098.4013749256,1,0,0,26,0,0,0,0,1,12,1,26,14031,1,1640.25,"college",650.25,"hs",784,"hs","more"
16030,"white",0.5,0,0,38,26.3333333333333,36,3,1,1.5,13,10,10.5,16384.0345,0,0,0,0,0,26,1,4,0,0,0,0,1,26,16030,1,1444,NA,693.444444444444,"less_hs",1296,"some_college","more"
16032,"white",0.5,0,0,38,26.3333333333333,32,2,1,1.5,12,10,10.5,127233.9,0,0,0,0,0,26,2,40,0,0,0,0,1,26,16032,1,1444,NA,693.444444444444,"less_hs",1024,"hs","more"
18038,"white",0.5,1,0,48.5,29.6666666666667,30,3,2,1.5,14,12,10,225895.55,82746.7083333333,39293.391705033,0,0,0,26,3,68,2,46,1,19,1,26,18038,1,2352.25,NA,880.111111111111,"hs",900,"some_college","more"
18030,"white",0.5,1,1,48.5,32.6666666666667,42,3,2,1.5,15,12,10,310722.8,213475.566666667,39293.391705033,0,0,0,26,4,82,4,86,1,19,1,26,18030,1,2352.25,NA,1067.11111111111,"hs",1764,"some_college","more"
18036,"white",0.5,1,0,48.5,32.6666666666667,35,5,2,1.5,17,12,10,507513.8,213475.566666667,39293.391705033,0,0,0,26,4,93,4,86,1,19,1,26,18036,1,2352.25,NA,1067.11111111111,"hs",1225,"higher","more"
18031,"white",0.5,1,0,48.5,33.8333333333333,43,-Inf,2,1.5,NA,12,10,83840.345,0,39293.391705033,0,0,0,26,1,24,0,0,1,19,1,26,18031,1,2352.25,NA,1144.69444444444,"hs",1849,NA,"more"
19030,"white",0.5,0,0,38,32.8,33,2,2,1.5,12,12,11,0,7592.064,82288.8212909894,0,0,0,26,0,0,1,3,2,42,1,26,19030,1,1444,NA,1075.84,"hs",1089,"hs","more"
19171,"white",0.5,0,0,38,32.8,34,3,2,1.5,15,12,11,0,7592.064,82288.8212909894,0,0,0,26,0,0,1,3,2,42,1,26,19171,1,1444,NA,1075.84,"hs",1156,"some_college","more"
22030,"black",0.5,0,0,33.5,28.5,27,3,2,1.5,13,12,11.5,123661.63,7073.50333333333,0,0,0,0,1,2,38,1,2,0,0,1,1,22030,0,1122.25,NA,812.25,"hs",729,"some_college","more"
23030,"white",0.5,0,0,50,36.5,46.5,4,5,3,16,15.1666666666667,13.5,0,0,0,0,0,0,24,0,0,0,0,0,0,1,24,23030,1,2500,"some_college",1332.25,"higher",2162.25,"college","more"
23031,"white",0.5,0,1,50,36.5,45,3,5,3,13,15.1666666666667,13.5,0,0,0,0,0,0,24,0,0,0,0,0,0,1,24,23031,1,2500,"some_college",1332.25,"higher",2025,"some_college","more"
40032,"white",0.5,1,0,35,26.5,34.5,4,2,1.5,16,12,10,167948.75,88293.4325,73489.2882450124,0,0,0,24,3,52,2,49,2,39,1,24,40032,1,1225,NA,702.25,"hs",1190.25,"college","more"
40034,"white",0.5,1,1,35,26.5,33,5,2,1.5,17,12,10,0,88293.4325,73489.2882450124,0,0,0,24,0,0,2,49,2,39,1,24,40034,1,1225,NA,702.25,"hs",1089,"higher","more"
40036,"white",0.5,1,1,35,26.5,29.5,5,2,1.5,17,12,10,45000,88293.4325,73489.2882450124,0,0,0,24,1,10,2,49,2,39,1,24,40036,1,1225,NA,702.25,"hs",870.25,"higher","more"
40031,"white",0.5,0,0,35,26,36,5,2,1.5,17,12,10,213484.9,48873.2,73489.2882450124,0,0,0,24,3,65,2,28,2,39,1,24,40031,1,1225,NA,676,"hs",1296,"higher","more"
40033,"white",0.5,0,0,35,26,34,2,2,1.5,12,12,10,0,48873.2,73489.2882450124,1,0,0,24,0,0,2,28,2,39,1,24,40033,1,1225,NA,676,"hs",1156,"hs","more"
40035,"white",0.5,0,1,35,26,30,1,2,1.5,10,12,10,0,48873.2,73489.2882450124,0,0,0,24,0,0,2,28,2,39,1,24,40035,1,1225,NA,676,"hs",900,"less_hs","more"
41030,"white",0.5,1,0,32.5,32.5,38,2,2,1,12,12,5.5,86429.7,186214.746666667,28369.5027247956,0,0,0,23,1,25,4,82,1,12,1,23,41030,1,1056.25,"less_hs",1056.25,"hs",1444,"hs","less"
41031,"white",0.5,1,1,32.5,32.5,38,1,2,1,11,12,5.5,57000,186214.746666667,28369.5027247956,1,0,0,23,1,14,4,82,1,12,1,23,41031,1,1056.25,"less_hs",1056.25,"hs",1444,"less_hs","less"
45030,"white",0,0,0,46.5,30.5,43,3,1,-Inf,13,8,0,38036.14,13003.9733333333,17719.9098155282,1,0,0,17,1,8,1,6,1,5,1,17,45030,1,2162.25,NA,930.25,"less_hs",1849,"some_college","more"
45031,"white",0,0,0,46.5,30.5,38,2,1,-Inf,12,8,0,0,13003.9733333333,17719.9098155282,1,0,0,17,0,0,1,6,1,5,1,17,45031,1,2162.25,NA,930.25,"less_hs",1444,"hs","more"
47034,"white",0.5,0,0,31,26.5,28.5,2,3,3,12,15,13.5,249467.8,35799.309,58407.7997275205,0,0,0,26,3,72,1,22,2,32,1,26,47034,1,961,"some_college",702.25,"some_college",812.25,"hs","more"
50032,"white",0.5,1,0,30.25,27,27,5,2,2,16.5,12,12,46608.415,53574.686,61625.5036369758,0,0,0,23,1,11,2,30,2,33,1,23,50032,1,915.0625,"hs",729,"hs",729,"higher","less"
53031,"white",0.5,1,1,31.75,28.5,36,2,2,1.5,12,11.1666666666667,11,0,35134.95,0,1,0,0,21,0,0,1,22,0,0,1,21,53031,1,1008.0625,NA,812.25,"hs",1296,"hs","more"
53030,"white",0.5,0,1,31.75,27.5,37,2,2,1.5,12,12,11,0,5268.365,0,0,0,0,21,0,0,1,2,0,0,1,21,53030,1,1008.0625,NA,756.25,"hs",1369,"hs","more"
53033,"white",0.5,0,1,31.75,27.5,35,2,2,1.5,12,12,11,129660.8415,5268.365,0,0,0,0,21,2,41,1,2,0,0,1,21,53033,1,1008.0625,NA,756.25,"hs",1225,"hs","more"
53036,"white",0.5,0,0,31.75,27.5,28,3,2,1.5,14,12,11,0,5268.365,0,0,0,0,21,0,0,1,2,0,0,1,21,53036,1,1008.0625,NA,756.25,"hs",784,"some_college","more"
53035,"white",0.5,0,0,31.75,27,30,5,2,1.5,17,12,11,0,0,0,0,0,0,21,0,0,0,0,0,0,1,21,53035,1,1008.0625,NA,729,"hs",900,"higher","more"
57030,"white",0.5,0,0,34,27.6666666666667,39.5,1,2,1,10,11.1666666666667,11,0,17139.5118333333,75613.6441792728,1,0,0,25,0,0,1,11,2,41,1,25,57030,1,1156,"less_hs",765.444444444444,"hs",1560.25,"less_hs","less"
60031,"white",0,0,1,44.5,39.5,40,5,2,1,15.5,12,11,157859.4,180844.6,222409.996006765,0,0,0,25,2,50,4,81,4,92,1,25,60031,1,1980.25,"less_hs",1560.25,"hs",1600,"higher","less"
60030,"white",0.333333333333333,1,0,48,36.5,45.5,5,4,-Inf,17,16,11,0,146945.35,226150.396974537,0,0,0,25,0,0,3,72,4,92,1,25,60030,1,2304,NA,1332.25,"college",2070.25,"higher","more"
61030,"white",0.5,1,0,47.5,34.3333333333333,37,5,4,4.5,17,16,16.5,249467.8,118855.583333333,0,0,0,0,25,3,72,3,63,0,0,1,25,61030,1,2256.25,NA,1178.77777777778,"college",1369,"higher","more"
61031,"white",0.5,1,1,47.5,34.3333333333333,35,5,4,4.5,17,16,16.5,304467.8,118855.583333333,0,0,0,0,25,4,80,3,63,0,0,1,25,61031,1,2256.25,NA,1178.77777777778,"college",1225,"higher","more"
61032,"white",0.5,0,0,47.5,29.5,27,4,5,4.5,16,16.6666666666667,16.5,147770.05,19756.3666666667,0,0,0,0,25,2,46,1,13,0,0,1,25,61032,1,2256.25,NA,870.25,"higher",729,"college","more"
79032,"white",0.5,0,0,46,32.5,30,4,3,2,16,14.1666666666667,12,0,0,131412.754001065,0,0,0,29,0,0,0,0,3,68,1,29,79032,1,2116,"hs",1056.25,"some_college",900,"college","less"
84030,"white",0.5,1,1,34,29.5,39,3,2,1.5,13,12,10.5,147680.7,16463.6416666667,106198.615169595,0,0,0,24,2,46,1,10,3,58,1,24,84030,1,1156,NA,870.25,"hs",1521,"some_college","more"
84031,"white",0.5,1,0,34,29.5,36,2,2,1.5,12,12,10.5,183395.55,16463.6416666667,106198.615169595,0,0,0,24,3,57,1,10,3,58,1,24,84031,1,1156,NA,870.25,"hs",1296,"hs","more"
88031,"white",0.5,0,0,39.5,33.8333333333333,35,4,4,1,16,16,10,314825.25,426728.9,308583.07984121,0,0,0,25,4,82,4,97,4,97,1,25,88031,1,1560.25,"less_hs",1144.69444444444,"college",1225,"college","less"
88032,"white",0.5,0,0,39.5,33.8333333333333,33,5,4,1,17,16,10,0,426728.9,308583.07984121,0,0,0,25,0,0,4,97,4,97,1,25,88032,1,1560.25,"less_hs",1144.69444444444,"college",1089,"higher","less"
88030,"white",0.5,1,0,39.5,31.3333333333333,38,3,1,1,14,11,10,0,108305.795,308583.07984121,0,0,0,25,0,0,3,59,4,97,1,25,88030,1,1560.25,"less_hs",981.777777777778,"less_hs",1444,"some_college","less"
88035,"white",0.5,1,1,39.5,27.3333333333333,28.5,4,2,1,15.5,12,10,302593.3,114603.033333333,308583.07984121,0,0,0,25,4,80,3,61,4,97,1,25,88035,1,1560.25,"less_hs",747.111111111111,"hs",812.25,"college","less"
89030,"white",0.5,0,0,38,32.5,38,5,2,2,17,12,12,106787.15,115975.57,107502.960122459,0,0,0,25,2,33,3,62,3,58,1,25,89030,1,1444,"hs",1056.25,"hs",1444,"higher","less"
89034,"white",0.5,0,0,38,32.5,28,5,2,2,16.5,12,12,0,115975.57,107502.960122459,0,0,0,25,0,0,3,62,3,58,1,25,89034,1,1444,"hs",1056.25,"hs",784,"higher","less"
89031,"white",0.5,0,0,38,33,36,3,2,2,14,8,12,119110.4,18256.6933333333,107502.960122459,0,0,0,25,2,36,1,12,3,58,1,25,89031,1,1444,"hs",1089,"hs",1296,"some_college","less"
89032,"white",0.5,0,1,38,28.5,36,2,2,2,12,12,12,64733.9,16985.6566666667,107502.960122459,0,0,0,25,1,16,1,11,3,58,1,25,89032,1,1444,"hs",812.25,"hs",1296,"hs","less"
89033,"white",0.5,0,0,38,28.5,35,-Inf,2,2,NA,12,12,0,16985.6566666667,107502.960122459,0,0,0,25,0,0,1,11,3,58,1,25,89033,1,1444,"hs",812.25,"hs",1225,NA,"less"
96030,"white",0.5,0,0,37.5,27.8,33,5,2,1.5,17,12,11.5,269467.8,222730.96,222409.996006765,1,0,0,29,4,76,4,87,4,92,1,29,96030,1,1406.25,NA,772.84,"hs",1089,"higher","more"
96031,"white",0.5,0,1,37.5,27.8,31.5,5,2,1.5,16.5,12,11.5,327595.3,222730.96,222409.996006765,0,0,0,29,4,83,4,87,4,92,1,29,96031,1,1406.25,NA,772.84,"hs",992.25,"higher","more"
105030,"black",0.5,0,0,49.5,27.5,41,2,1,1,12,10,5.5,0,0,0,0,0,0,13,0,0,0,0,0,0,1,13,105030,0,2450.25,"less_hs",756.25,"less_hs",1681,"hs","less"
105031,"black",0.5,0,1,49.5,27.5,39,3,1,1,13,10,5.5,0,0,0,1,0,0,13,0,0,0,0,0,0,1,13,105031,0,2450.25,"less_hs",756.25,"less_hs",1521,"some_college","less"
105034,"black",0.5,0,0,49.5,27.5,37,2,1,1,12,10,5.5,0,0,0,0,0,0,13,0,0,0,0,0,0,1,13,105034,0,2450.25,"less_hs",756.25,"less_hs",1369,"hs","less"
114032,"white",0.5,1,0,49.5,30.1666666666667,33,2,2,2,12,12,12.5,310722.8,0,205722.053227474,0,0,0,23,4,82,0,0,4,89,1,23,114032,1,2450.25,"hs",910.027777777778,"hs",1089,"hs","less"
114033,"white",0.5,1,1,49.5,30.1666666666667,30,1,2,2,10,12,12.5,229021.05,0,205722.053227474,0,0,0,23,3,69,0,0,4,89,1,23,114033,1,2450.25,"hs",910.027777777778,"hs",900,"less_hs","less"
121032,"white",0.5,1,0,40.5,28.5,30,3,5,3,13,16.8333333333333,14,0,70890.2,202202.240009083,0,0,0,25,0,0,2,40,4,88,1,25,121032,1,1640.25,"some_college",812.25,"higher",900,"some_college","more"
121033,"white",0.5,1,1,40.5,28.5,28,3,5,3,13,16.8333333333333,14,0,70890.2,202202.240009083,0,0,0,25,0,0,2,40,4,88,1,25,121033,1,1640.25,"some_college",812.25,"higher",784,"some_college","more"
121030,"white",0.5,0,0,40.5,27,31,5,5,3,17,17,14,213038.1,189281.72,202202.240009083,0,0,0,25,3,65,4,83,4,88,1,25,121030,1,1640.25,"some_college",729,"higher",961,"higher","more"
127030,"white",0.5,0,0,49.5,36.8333333333333,44,3,2,2,14,12,12,225000,204859.35,111204.998003382,0,0,0,24,3,67,4,85,3,60,1,24,127030,1,2450.25,"hs",1356.69444444444,"hs",1936,"some_college","less"
127031,"white",0.5,0,0,49.5,36.8333333333333,40,4,2,2,16,12,12,121787.15,204859.35,111204.998003382,0,0,0,24,2,37,4,85,3,60,1,24,127031,1,2450.25,"hs",1356.69444444444,"hs",1600,"college","less"
127032,"white",0.5,0,1,49.5,36.8333333333333,37,3,2,2,14,12,12,248578.2,204859.35,111204.998003382,0,0,0,24,3,72,4,85,3,60,1,24,127032,1,2450.25,"hs",1356.69444444444,"hs",1369,"some_college","less"
127033,"white",0.5,0,0,49.5,31.5,35.5,5,2,2,17,12,12,167680.7,229492.416666667,111204.998003382,0,0,0,24,3,52,4,88,3,60,1,24,127033,1,2450.25,"hs",992.25,"hs",1260.25,"higher","less"
127034,"white",0.5,0,1,49.5,31.5,33,3,2,2,13,12,12,261967.8,229492.416666667,111204.998003382,1,0,0,24,3,74,4,88,3,60,1,24,127034,1,2450.25,"hs",992.25,"hs",1089,"some_college","less"
129032,"white",0.5,0,1,44.5,35.5,44.5,1,1,-Inf,9,8,1.5,0,0,0,1,0,0,17,0,0,0,0,0,0,1,17,129032,1,1980.25,NA,1260.25,"less_hs",1980.25,"less_hs","more"
129031,"white",0.5,0,0,44.5,27.5,41,1,1,-Inf,11,6.16666666666667,1.5,0,0,0,1,0,0,17,0,0,0,0,0,0,1,17,129031,1,1980.25,NA,756.25,"less_hs",1681,"less_hs","more"
129039,"white",0.5,0,0,44.5,27.5,36.5,1,1,-Inf,11,6.16666666666667,1.5,0,0,0,1,0,0,17,0,0,0,0,0,0,1,17,129039,1,1980.25,NA,756.25,"less_hs",1332.25,"less_hs","more"
151033,"white",0.5,1,0,47.5,34.5,34,4,5,3,16,17,14,0,920988.283333333,321751.209402111,0,0,0,24,0,0,4,100,4,98,1,24,151033,1,2256.25,"some_college",1190.25,"higher",1156,"college","more"
151035,"white",0.5,1,0,47.5,34.5,31,4,5,3,16,17,14,0,920988.283333333,321751.209402111,0,0,0,24,0,0,4,100,4,98,1,24,151035,1,2256.25,"some_college",1190.25,"higher",961,"college","more"
151037,"white",0.5,1,0,47.5,34.5,28,4,5,3,16,17,14,0,920988.283333333,321751.209402111,0,0,0,24,0,0,4,100,4,98,1,24,151037,1,2256.25,"some_college",1190.25,"higher",784,"college","more"
165030,"white",0.333333333333333,1,0,45.6666666666667,39.5,42,5,4,-Inf,17,16,12,198395.55,323635.05,127477.340675144,0,0,0,24,3,61,4,93,3,67,1,24,165030,1,2085.44444444444,NA,1560.25,"college",1764,"higher","more"
165031,"white",0.333333333333333,0,1,45.6666666666667,36.5,33,4,5,-Inf,16,16.8333333333333,12,381612.35,251328.416666667,127477.340675144,0,0,0,24,4,88,4,90,3,67,1,24,165031,1,2085.44444444444,NA,1332.25,"higher",1089,"college","more"
166030,"white",0,1,1,60,36.5,39,5,4,1,17,16,5,208574.25,393727.616666667,84475.5172413793,0,0,0,24,3,64,4,96,2,43,1,24,166030,1,3600,"less_hs",1332.25,"college",1521,"higher","less"
166031,"white",0,1,0,60,36.5,36,4,4,1,16,16,5,338129.45,393727.616666667,84475.5172413793,0,0,0,24,4,84,4,96,2,43,1,24,166031,1,3600,"less_hs",1332.25,"college",1296,"college","less"
166032,"white",0,1,1,60,36.5,32,4,4,1,16,16,5,0,393727.616666667,84475.5172413793,0,0,0,24,0,0,4,96,2,43,1,24,166032,1,3600,"less_hs",1332.25,"college",1024,"college","less"
166033,"white",0,1,1,60,36.5,30,4,4,1,16,16,5,115000,393727.616666667,84475.5172413793,0,0,0,24,2,35,4,96,2,43,1,24,166033,1,3600,"less_hs",1332.25,"college",900,"college","less"
173033,"white",0.5,0,1,54.5,32.3333333333333,32,3,3,1,13.5,12.1666666666667,7,0,37550.83,255957.172748129,0,0,0,23,0,0,1,23,4,94,1,23,173033,1,2970.25,"less_hs",1045.44444444444,"some_college",1024,"some_college","less"
173035,"white",0.5,0,0,54.5,32.3333333333333,29,1,3,1,11,12.1666666666667,7,133269.65,37550.83,255957.172748129,0,0,0,23,2,42,1,23,4,94,1,23,173035,1,2970.25,"less_hs",1045.44444444444,"some_college",841,"less_hs","less"
173030,"white",0.5,0,0,54.5,31.5,39,3,2,1,14,12,7,203574.25,38378.4383333333,255957.172748129,0,0,0,23,3,63,1,23,4,94,1,23,173030,1,2970.25,"less_hs",992.25,"hs",1521,"some_college","less"
173031,"white",0.5,0,0,54.5,31.5,35,3,2,1,14,12,7,113001.6,38378.4383333333,255957.172748129,0,0,0,23,2,35,1,23,4,94,1,23,173031,1,2970.25,"less_hs",992.25,"hs",1225,"some_college","less"
173034,"white",0.5,0,0,54.5,31.5,31,2,2,1,12,12,7,127841.15,38378.4383333333,255957.172748129,0,0,0,23,2,40,1,23,4,94,1,23,173034,1,2970.25,"less_hs",992.25,"hs",961,"hs","less"
173032,"white",0.5,0,0,54.5,29.5,33,5,4,1,17,16,7,469110.4,84511.3,255957.172748129,0,0,0,23,4,92,2,47,4,94,1,23,173032,1,2970.25,"less_hs",870.25,"college",1089,"higher","less"
173036,"white",0.5,0,1,54.5,29.5,29,4,4,1,16,16,7,0,84511.3,255957.172748129,1,0,0,23,0,0,2,47,4,94,1,23,173036,1,2970.25,"less_hs",870.25,"college",841,"college","less"
174030,"white",0.5,0,0,46.25,37.8333333333333,37,4,5,2,16,16.8333333333333,12,0,270276.733333333,307759.155824955,0,0,0,23,0,0,4,91,4,97,1,23,174030,1,2139.0625,"hs",1431.36111111111,"higher",1369,"college","less"
174032,"white",0.5,0,1,46.25,37.8333333333333,32,5,5,2,17,16.8333333333333,12,203306.2,270276.733333333,307759.155824955,0,0,0,23,3,63,4,91,4,97,1,23,174032,1,2139.0625,"hs",1431.36111111111,"higher",1024,"higher","less"
174033,"white",0.5,1,0,46.25,32.5,30,4,5,2,16,16.1666666666667,12,178395.55,74894.1466666667,307759.155824955,0,0,0,23,3,56,2,43,4,97,1,23,174033,1,2139.0625,"hs",1056.25,"higher",900,"college","less"
174035,"white",0.5,1,1,46.25,32.5,29,5,5,2,17,16.1666666666667,12,81429.7,74894.1466666667,307759.155824955,0,0,0,23,1,23,2,43,4,97,1,23,174035,1,2139.0625,"hs",1056.25,"higher",841,"higher","less"
180030,"white",0.5,1,1,57,35.1666666666667,30,2,2,1,12,12,5.5,0,38931.0716666667,0,0,0,0,23,0,0,1,23,0,0,1,23,180030,1,3249,"less_hs",1236.69444444444,"hs",900,"hs","less"
180031,"white",0.5,1,0,57,35.1666666666667,29,2,2,1,12,12,5.5,0,38931.0716666667,0,1,0,0,23,0,0,1,23,0,0,1,23,180031,1,3249,"less_hs",1236.69444444444,"hs",841,"hs","less"
181031,"white",0.5,1,0,51.25,29.1666666666667,29.5,4,3,3,15,14.1666666666667,14,90000,60117.075,222409.996006765,0,0,0,23,2,26,2,34,4,92,1,23,181031,1,2626.5625,"some_college",850.694444444444,"some_college",870.25,"college","more"
181032,"white",0.5,1,1,51.25,29.1666666666667,27,4,3,3,16,14.1666666666667,14,0,60117.075,222409.996006765,0,0,0,23,0,0,2,34,4,92,1,23,181032,1,2626.5625,"some_college",850.694444444444,"some_college",729,"college","more"
186030,"white",0.5,0,1,49.5,39.5,37,4,4,1,16,15.3333333333333,9.5,83661.63,16134.37,137148.035484982,1,0,0,29,1,24,1,10,3,72,1,29,186030,1,2450.25,"less_hs",1560.25,"college",1369,"college","less"
190030,"white",0.5,0,1,35.5,27,38,2,1,1,12,10,8,116787.15,0,0,0,0,0,25,2,36,0,0,0,0,1,25,190030,1,1260.25,"less_hs",729,"less_hs",1444,"hs","less"
190033,"white",0.5,0,0,35.5,27,27,3,1,1,14,10,8,0,0,0,0,0,0,25,0,0,0,0,0,0,1,25,190033,1,1260.25,"less_hs",729,"less_hs",729,"some_college","less"
191030,"white",0,0,1,55.5,36.5,36,4,5,2,16,17,12,137233.9,219666.35,20663.3176540136,0,0,0,27,2,43,4,87,1,6,1,27,191030,1,3080.25,"hs",1332.25,"higher",1296,"college","less"
191031,"white",0,0,1,55.5,36.5,34,5,5,2,17,17,12,165000,219666.35,20663.3176540136,0,0,0,27,3,51,4,87,1,6,1,27,191031,1,3080.25,"hs",1332.25,"higher",1156,"higher","less"
197030,"white",0.5,0,1,48.5,35.8333333333333,36,3,3,3,14.5,14,14.5,0,0,92483.8116210968,0,0,0,24,0,0,0,0,2,48,1,24,197030,1,2352.25,"some_college",1284.02777777778,"some_college",1296,"some_college","more"
197031,"white",0.5,0,1,48.5,35.8333333333333,32,4,3,3,16,14,14.5,362509.9,0,92483.8116210968,0,0,0,24,4,86,0,0,2,48,1,24,197031,1,2352.25,"some_college",1284.02777777778,"some_college",1024,"college","more"
197032,"white",0.5,0,1,48.5,35.8333333333333,30.5,5,3,3,17,14,14.5,368754.95,0,92483.8116210968,0,0,0,24,4,87,0,0,2,48,1,24,197032,1,2352.25,"some_college",1284.02777777778,"some_college",930.25,"higher","more"
197033,"white",0.5,0,1,48.5,35.8333333333333,28,3,3,3,13,14,14.5,331254.95,0,92483.8116210968,0,0,0,24,4,84,0,0,2,48,1,24,197033,1,2352.25,"some_college",1284.02777777778,"some_college",784,"some_college","more"
