"YEAR","CASEID","SERIAL","REGION","STATEFIP","METRO","MSASIZE","COUNTY","METAREA","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","PERNUM","LINENO","MONTH","AGE","SEX","RACE","HISPAN","ASIAN","MARST","YRIMMIG","CITIZEN","BPL","MBPL","FBPL","RELATE","EDUC","EDUCYRS","SCHLCOLL","EMPSTAT","MULTJOBS","CLWKR","OCC2","OCC","IND2","IND","RETIRED","FULLPART","UHRSWORKT","EARNWEEK","PAIDHOUR","HOURWAGE","HRSATRATE","SPOUSEPRES","SPAGE","SPSEX","SPRACE","SPHISPAN","SPEDUC","SPEMPNOT","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","KIDUND18","HH_NUMOWNKIDS","KIDUND13","KIDUND1","KID1TO2","KID3TO5","KID6TO12","KID13TO17","NONHHCHILD","NOSCCRSN1","SCC_ALL","SCC_OWN","SCC_HH","SCC_HHNHHOWN","DIFFANY","ECYEST","ECPRIOR","ECNUM","ECFREQ","COVIDTELEW","COVIDPAID","COVIDUNAW","COVIDLOOK","ACT_CARENHH","ACT_SOCIAL","ACT_SPORTS","ACT_WORK","adultcare","childcare","primary_childcare","routine_housework","employment","employment_di","remote_work","gender","college","age_youngestchild","race","married","education"
2021,20210504211458,3694,3,12,1,6,12057,0,14,1,1,0,0,999,1,1,1,5,28,1,100,100,999,6,0,1,9900,9900,9900,10,40,217,1,1,0,4,111,630,200,6870,99,1,45,1509.61,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,2,99,1,99,0,0,105,480,0,0,0,45,"employed","employed","Yes","Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210504211459,3695,4,6,2,4,6019,0,8,2,1,0,0,999,2,1,1,5,64,2,100,242,999,1,7,4,21030,21030,21030,10,14,109,99,1,0,4,160,6040,100,290,99,1,40,570,1,14.25,40,1,64,1,100,242,43,1,1,40,660,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,45,0,470,0,0,0,75,"employed","employed","No","Woman","No college degree",NA,"Hispanic","married","Less than HS diploma"
2021,20210504211473,3696,3,47,3,3,47125,0,13,5,1,1,3,3,2,1,1,5,37,2,110,100,999,1,0,1,9900,9900,9900,10,40,217,1,1,0,6,140,4820,200,6970,99,2,30,99999.99,99,999.99,999,1,41,1,110,100,40,0,3,999,99999.98,1,3,1,"No","No","Yes","Yes","Yes",0,99,460,460,460,460,1,99,0,99,99,99,99,1,99,0,265,0,0,0,45,45,150,"employed","employed",NA,"Woman","College degree",3,"Non-Hispanic Black","married","College degree+"
2021,20210504211475,3697,1,36,2,7,36103,5601,14,1,1,0,0,999,1,1,1,5,73,2,100,100,999,6,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,299,0,0,0,0,0,380,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210504211480,3698,4,35,3,2,35013,2310,11,2,2,0,0,999,2,1,1,5,34,1,100,210,999,6,0,1,9900,9900,9900,10,40,217,1,1,0,6,140,4920,210,7071,99,1,60,99999.99,99,999.99,999,2,31,2,100,210,30,1,1,30,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,477,0,440,0,0,0,5,"employed","employed","No","Man","College degree",NA,"Hispanic","not married","College degree+"
2021,20210504211481,3699,2,17,2,7,17000,1601,16,3,1,1,1,10,2,1,1,5,43,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,1,4,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,1,45,1,100,100,40,1,1,50,2884.61,1,1,1,"No","No","No","Yes","No",0,99,180,180,180,180,1,99,0,99,99,99,99,1,99,0,85,0,120,0,250,190,145,"unemployed","unemployed",NA,"Woman","College degree",10,"Non-Hispanic White","married","College degree+"
2021,20210504211483,3700,3,28,4,0,28000,0,11,1,2,0,0,999,1,1,1,5,85,2,100,100,999,3,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,790,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210504211486,3701,2,26,2,6,26125,2161,15,3,1,1,1,1,2,1,1,5,38,2,100,100,999,1,0,1,9900,9900,9900,10,41,316,1,1,0,4,111,630,135,3570,99,1,45,2211.53,2,999.99,999,1,43,1,100,100,40,1,1,45,809.2,1,1,1,"No","Yes","No","No","No",0,99,240,240,240,240,1,99,0,99,99,2,99,1,99,0,225,0,0,0,345,105,90,"employed","employed","Yes","Woman","College degree",1,"Non-Hispanic White","married","College degree+"
2021,20210504211488,3702,1,34,2,7,34005,6161,12,1,1,0,0,999,1,1,1,5,71,2,110,100,999,4,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,510,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic Black","not married","College degree+"
2021,20210504211503,3703,3,48,4,0,48000,0,7,1,1,0,0,999,1,1,1,5,55,2,100,210,999,6,0,1,9900,9900,9900,10,21,112,99,1,0,4,110,440,291,9070,99,1,49,380,1,9.5,40,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,150,0,402,0,0,0,55,"employed","employed","No","Woman","No college degree",NA,"Hispanic","not married","HS diploma, no college"
2021,20210504211504,3704,3,1,1,3,1000,0,15,4,2,1,2,0,2,1,1,5,36,1,100,100,999,6,0,1,9900,45300,9900,10,40,217,1,1,0,4,120,1021,220,7380,99,1,40,1442.3,2,999.99,999,2,33,2,100,100,40,1,1,40,692.3,1,2,1,"Yes","No","Yes","No","No",0,99,596,596,596,596,1,99,0,99,99,1,99,1,99,0,520,0,0,0,165,135,71,"employed","employed","No","Man","College degree",0,"Non-Hispanic White","not married","College degree+"
2021,20210504211507,3705,3,47,3,2,47000,3660,7,2,1,1,1,15,1,1,1,5,44,2,100,100,999,6,0,1,9900,9900,9900,10,30,214,1,1,0,7,134,4655,291,8990,99,2,20,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,350,0,0,0,0,0,120,"employed","employed","No","Woman","No college degree",15,"Non-Hispanic White","not married","Some college"
2021,20210504211511,3706,1,36,2,5,36000,0,13,1,1,0,0,999,1,1,1,5,30,2,100,100,999,6,0,1,9900,9900,9900,10,40,217,1,1,0,4,127,3255,201,6992,99,1,37,961.53,1,21.75,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,0,1,1,3,2,99,1,99,0,60,0,565,0,0,0,0,"employed","employed","Yes","Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210504211520,3707,4,6,4,0,6000,0,5,2,2,0,0,999,2,1,1,5,55,2,100,210,999,1,15,5,20000,20000,20000,10,10,101,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,1,56,1,100,210,21,1,1,40,975.36,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,540,0,0,0,0,0,120,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Hispanic","married","Less than HS diploma"
2021,20210504211527,3708,4,4,1,4,4019,0,6,1,2,0,0,999,1,1,1,5,72,1,100,210,999,2,17,5,20000,20000,20000,10,12,105,99,1,0,4,170,6515,120,770,99,2,30,300,1,15,20,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,210,0,0,0,0,0,150,"employed","employed","No","Man","No college degree",NA,"Hispanic","married","Less than HS diploma"
2021,20210504211530,3709,3,24,2,6,24003,8841,12,1,1,0,0,999,1,1,1,5,80,2,100,100,999,3,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,655,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210504211531,3710,3,21,4,0,21000,0,15,3,1,1,1,12,2,1,1,5,36,1,100,100,999,1,0,1,9900,9900,9900,10,21,112,1,1,0,4,110,20,271,8680,99,1,55,1150,2,999.99,999,1,36,2,100,100,41,1,1,35,1346,1,1,1,"No","No","No","Yes","No",0,99,330,330,330,330,1,0,1,2,5,1,99,1,99,0,280,0,485,0,0,0,0,"employed","employed","No","Man","No college degree",12,"Non-Hispanic White","married","HS diploma, no college"
2021,20210504211532,3711,4,41,1,3,41039,0,11,6,1,1,4,5,2,1,1,5,39,1,100,100,999,1,0,1,9900,9900,9900,10,21,112,1,1,0,7,133,4210,231,7770,99,1,40,99999.99,99,999.99,999,1,38,2,100,100,32,0,3,999,99999.98,1,4,1,"No","No","Yes","Yes","No",0,99,325,325,325,325,1,99,0,99,99,1,99,1,99,0,0,0,630,0,0,0,90,"employed","employed","No","Man","No college degree",5,"Non-Hispanic White","married","HS diploma, no college"
2021,20210504211533,3712,4,6,2,3,6095,7360,11,2,1,0,0,999,2,1,1,5,71,2,110,100,999,1,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,77,1,110,100,40,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,260,0,0,80,0,0,190,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic Black","married","College degree+"
2021,20210504211534,3713,1,25,2,5,25005,1122,8,1,1,0,0,999,1,1,1,5,71,2,100,100,999,3,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,395,0,0,0,0,0,30,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210504211535,3714,4,6,1,7,6037,4481,5,1,1,0,0,999,1,1,1,5,68,1,110,100,999,6,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,826,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic Black","not married","HS diploma, no college"
2021,20210504211545,3715,2,18,2,5,18000,0,6,1,2,0,0,999,1,1,1,5,77,2,100,100,999,4,0,1,9900,9900,9900,10,30,213,99,1,0,5,126,2752,292,9160,99,2,5,47.53,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,10,0,0,0,2,99,0,99,99,99,2,2,1,25,146,0,45,0,0,0,6,"employed","employed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","Some college"
2021,20210504211547,3716,3,47,3,3,47125,0,11,3,1,0,0,999,3,1,1,5,30,2,100,220,999,6,13,3,45300,11000,11000,10,30,213,5,1,0,6,126,2634,220,7470,99,2,30,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,540,30,0,0,0,0,60,"employed","employed",NA,"Woman","No college degree",NA,"Hispanic","not married","Some college"
2021,20210504211549,3717,3,24,2,7,24031,8841,16,4,1,1,1,17,3,1,1,5,47,1,110,100,999,1,0,1,9900,9900,9900,10,40,217,1,1,0,1,127,3255,250,8191,99,1,40,2269.23,2,999.99,999,1,47,2,110,100,40,1,1,40,2038.46,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,30,0,540,0,0,0,0,"employed","employed","No","Man","College degree",17,"Non-Hispanic Black","married","College degree+"
2021,20210504211550,3718,3,47,3,3,47125,0,15,4,1,1,2,9,2,1,1,5,40,2,100,100,999,1,0,1,9900,9900,9900,10,41,316,1,1,0,4,127,3110,251,7970,99,2,30,1200,1,60,20,1,41,1,100,100,40,1,1,40,99999.98,1,2,1,"No","No","No","Yes","Yes",0,99,665,665,665,665,1,99,0,99,99,1,99,1,99,0,60,90,30,0,65,65,195,"employed","employed","No","Woman","College degree",9,"Non-Hispanic White","married","College degree+"
2021,20210504211556,3719,2,17,3,2,17000,0,15,1,1,0,0,999,1,1,1,5,56,2,110,100,999,3,0,1,9900,9900,9900,10,40,217,99,1,0,4,110,440,132,3291,99,1,40,2000,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,160,0,0,0,0,0,20,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic Black","not married","College degree+"
2021,20210504211562,3720,2,26,4,0,26000,0,10,1,1,0,0,999,1,1,1,5,60,2,100,100,999,4,0,1,9900,9900,9900,10,40,217,99,1,0,6,140,4920,210,7071,99,1,60,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,219,0,680,0,0,0,0,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210504211565,3721,3,12,2,4,12009,0,13,2,1,0,0,999,2,1,1,5,73,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,99,1,0,6,110,440,231,7670,99,2,25,99999.99,99,999.99,999,1,71,1,100,100,40,1,1,25,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,290,0,330,0,0,0,125,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20210504211571,3722,2,46,3,0,46000,0,6,1,1,0,0,999,1,1,1,5,79,2,100,100,999,3,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,340,0,0,0,0,0,120,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210504211574,3723,3,22,2,3,22000,0,10,2,1,0,0,999,2,1,1,5,74,1,100,100,999,1,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,69,2,100,100,40,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,40,120,0,0,40,0,0,30,"not in labor force","unemployed",NA,"Man","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20210504211576,3724,3,13,4,0,13000,0,14,1,1,0,0,999,1,1,1,5,71,2,110,100,999,3,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,435,15,0,0,0,0,100,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic Black","not married","HS diploma, no college"
2021,20210504211593,3725,2,20,3,0,20000,0,10,1,1,0,0,999,1,1,1,5,32,1,100,100,999,6,0,1,9900,9900,9900,10,40,217,1,1,0,2,111,800,240,7870,99,1,40,744,1,18.6,40,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,2,99,1,99,0,395,0,0,0,0,0,5,"employed","employed","Yes","Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210504211596,3726,3,21,2,5,21015,0,15,2,1,0,0,999,2,1,1,5,77,2,100,100,999,1,0,1,9900,9900,9900,10,41,316,99,1,0,4,160,6050,100,170,99,1,48,1552.3,1,27,48,1,85,1,100,100,41,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,1,1,1,1,99,99,1,1,0,20,0,540,0,0,0,0,"employed","employed",NA,"Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20210504211605,3727,4,6,2,6,6000,4481,15,1,1,0,0,999,1,1,1,5,71,1,100,210,999,4,6,4,20000,20000,20000,10,41,316,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,177,0,0,0,0,0,100,"not in labor force","unemployed",NA,"Man","College degree",NA,"Hispanic","not married","College degree+"
2021,20210504211606,3728,3,48,2,7,48000,1921,7,1,1,0,0,999,1,1,1,5,72,2,100,100,999,4,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,370,0,0,0,0,0,115,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210504211612,3729,1,34,2,7,34023,5601,13,2,1,0,0,999,2,1,1,5,80,2,110,100,999,4,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,1,1,1,1,99,99,1,1,0,285,0,0,0,0,0,60,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic Black","not married","HS diploma, no college"
2021,20210504211617,3730,3,22,4,0,22000,0,10,5,2,1,3,5,2,1,1,5,29,2,100,100,999,1,0,1,9900,9900,9900,10,30,214,1,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,1,33,1,100,100,30,1,1,60,99999.98,1,3,1,"No","No","Yes","Yes","No",0,99,475,475,475,475,1,99,0,99,99,99,99,1,1,0,260,0,0,0,501,411,45,"not in labor force","unemployed",NA,"Woman","No college degree",5,"Non-Hispanic White","married","Some college"
2021,20210504211618,3731,2,29,2,6,29189,0,11,2,1,0,0,999,2,1,1,5,59,1,110,100,999,5,0,1,9900,9900,9900,10,20,110,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,0,1,1,5,99,1,2,1,0,760,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic Black","not married","HS diploma, no college"
2021,20210504211619,3732,1,42,2,5,42007,0,9,2,1,0,0,999,2,1,1,5,65,1,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,1,0,4,131,3930,231,7680,99,2,24,276,1,11.5,24,1,52,2,100,100,21,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,1,99,1,99,0,570,0,180,0,0,0,0,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20210504211621,3733,3,51,1,5,51810,0,7,2,2,0,0,999,2,1,1,5,46,2,100,100,999,1,0,1,9900,9900,9900,10,21,112,1,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,1,44,1,100,210,21,1,1,99,525,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,585,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20210504211622,3734,3,40,2,5,40000,0,13,5,1,1,2,11,3,1,1,5,43,2,100,100,999,4,0,1,9900,9900,9900,10,41,316,1,1,0,2,110,440,300,9480,99,1,40,1961.53,2,999.99,999,2,35,2,100,100,41,1,1,44,1596.15,0,0,0,"No","No","No","No","No",0,99,840,0,840,840,1,99,0,99,99,2,99,1,99,0,90,185,0,0,0,0,30,"employed","employed","Yes","Woman","College degree",11,"Non-Hispanic White","not married","College degree+"
2021,20210504211624,3735,2,26,2,4,26081,3000,14,4,1,1,1,15,3,1,1,5,47,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,1,1,0,5,127,3322,250,8191,99,2,24,797.52,1,33.23,24,1,46,1,100,100,40,1,1,45,1230.76,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,1,1,1,3,1,99,1,99,0,625,60,0,0,0,0,0,"employed","employed","No","Woman","College degree",15,"Non-Hispanic White","married","College degree+"
2021,20210504211628,3736,1,42,2,7,42045,6161,5,2,1,0,0,999,2,1,1,5,77,2,100,100,999,4,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,2,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,360,0,0,0,0,0,170,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210504211629,3737,1,42,2,3,42049,0,13,2,1,0,0,999,2,1,1,5,61,2,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,1,0,5,150,5400,252,8370,99,1,35,518,1,14.8,999,1,61,1,100,100,30,1,1,42,1080,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,197,0,318,5,0,0,69,"employed","employed","No","Woman","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20210504211632,3738,1,23,3,4,23005,6401,16,2,1,0,0,999,2,1,1,5,62,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,99,1,0,2,110,230,240,7870,99,1,55,2269.23,2,999.99,999,1,64,1,100,100,40,1,1,20,1250,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,2,99,1,99,0,145,0,585,0,0,0,85,"employed","employed","Yes","Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20210504211638,3739,4,53,2,6,53000,7601,10,2,1,0,0,999,2,1,1,5,80,1,100,100,999,1,0,1,9900,9900,9900,10,30,214,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,67,2,100,100,41,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,315,205,0,0,335,0,0,0,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic White","married","Some college"
2021,20210504211642,3740,2,19,3,2,19000,0,14,2,1,0,0,999,2,1,1,5,65,1,100,100,999,1,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,1,65,2,100,100,30,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,627,0,0,0,0,0,5,"not in labor force","unemployed","No","Man","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20210504211644,3741,3,12,1,7,12099,5000,15,4,1,1,1,15,3,1,1,5,51,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,99,1,0,5,125,2300,252,8470,99,2,21,350,1,17,999,1,49,1,100,100,40,1,1,45,99999.98,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,1,1,2,4,1,99,1,99,180,260,90,0,180,0,0,50,"employed","employed","No","Woman","College degree",15,"Non-Hispanic White","married","College degree+"
2021,20210504211650,3742,3,51,3,2,51000,0,12,2,1,0,0,999,2,1,1,5,58,1,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,1,0,4,180,7200,290,8770,99,1,42,650,1,19,999,1,54,2,100,100,21,1,1,40,403.84,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,321,0,0,0,0,0,27,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20210504211652,3743,3,48,1,3,48309,0,12,1,2,0,0,999,1,1,1,5,65,2,100,100,999,3,0,1,9900,9900,9900,10,21,112,99,1,0,4,140,4720,160,5070,99,2,30,270,1,9,30,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,1,2,99,0,577,0,0,0,0,0,17,"employed","employed","No","Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210504211653,3744,2,18,3,2,18000,0,11,3,2,1,1,5,2,1,1,5,35,1,100,100,999,6,0,1,9900,9900,9900,10,30,112,1,1,0,4,111,600,120,770,99,1,40,961.53,2,999.99,999,2,29,2,100,100,21,1,1,60,728,1,1,1,"No","No","Yes","No","No",0,99,105,105,105,105,1,0,1,1,4,1,99,1,99,0,70,90,575,0,115,85,40,"employed","employed","No","Man","No college degree",5,"Non-Hispanic White","not married","Some college"
2021,20210504211654,3745,4,6,1,6,6001,7360,4,1,2,0,0,999,1,1,1,5,85,1,110,100,999,4,0,1,9900,9900,9900,10,16,111,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,180,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic Black","not married","Less than HS diploma"
2021,20210504211657,3746,4,6,2,6,6000,4481,12,4,1,1,3,10,1,1,1,5,55,2,110,100,999,5,0,1,9900,9900,9900,10,41,316,99,1,0,2,123,2014,300,9480,99,1,40,950,1,23.75,40,3,999,99,9999,9999,999,99,99,999,99999.99,1,3,1,"No","No","No","Yes","Yes",0,99,145,145,145,145,1,1,1,1,4,1,99,1,99,0,50,0,478,0,217,217,100,"employed","employed","No","Woman","College degree",10,"Non-Hispanic Black","not married","College degree+"
2021,20210504211661,3747,3,12,2,5,12095,5960,6,5,2,1,3,2,2,1,1,5,37,1,110,100,999,1,36,4,26020,26020,26020,10,12,105,4,1,0,5,180,7340,292,9160,99,2,30,350,1,10,35,1,34,2,110,100,32,1,1,35,375,1,3,1,"No","Yes","Yes","Yes","No",0,99,15,15,15,15,1,99,0,99,99,1,99,1,99,0,0,0,378,0,266,266,0,"employed","employed","No","Man","No college degree",2,"Non-Hispanic Black","married","Less than HS diploma"
