"YEAR","CASEID","SERIAL","REGION","STATEFIP","METRO","MSASIZE","COUNTY","METAREA","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","PERNUM","LINENO","MONTH","AGE","SEX","RACE","HISPAN","ASIAN","MARST","YRIMMIG","CITIZEN","BPL","MBPL","FBPL","RELATE","EDUC","EDUCYRS","SCHLCOLL","EMPSTAT","MULTJOBS","CLWKR","OCC2","OCC","IND2","IND","RETIRED","FULLPART","UHRSWORKT","EARNWEEK","PAIDHOUR","HOURWAGE","HRSATRATE","SPOUSEPRES","SPAGE","SPSEX","SPRACE","SPHISPAN","SPEDUC","SPEMPNOT","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","KIDUND18","HH_NUMOWNKIDS","KIDUND13","KIDUND1","KID1TO2","KID3TO5","KID6TO12","KID13TO17","NONHHCHILD","NOSCCRSN1","SCC_ALL","SCC_OWN","SCC_HH","SCC_HHNHHOWN","DIFFANY","ECYEST","ECPRIOR","ECNUM","ECFREQ","COVIDTELEW","COVIDPAID","COVIDUNAW","COVIDLOOK","ACT_CARENHH","ACT_SOCIAL","ACT_SPORTS","ACT_WORK","adultcare","childcare","primary_childcare","routine_housework","employment","employment_di","remote_work","gender","college","age_youngestchild","race","married","education"
2021,20210302212007,2350,1,34,2,7,34005,6161,14,5,1,1,3,1,2,1,1,3,35,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,1,1,0,3,125,2310,240,7860,99,1,40,1300,2,999.99,999,1,34,1,100,100,40,1,1,48,640,1,1,1,"No","No","No","Yes","No",0,99,885,415,690,690,1,99,0,99,99,2,2,2,99,0,280,0,255,0,75,75,40,"employed","employed","Yes","Woman","College degree",1,"Non-Hispanic White","married","College degree+"
2021,20210302212010,2351,4,6,2,6,6000,7360,1,1,2,0,0,999,1,1,1,3,67,1,100,244,999,4,5,4,30025,30025,30025,10,40,217,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,99,0,410,120,0,0,0,0,200,"not in labor force","unemployed",NA,"Man","College degree",NA,"Hispanic","not married","College degree+"
2021,20210302212013,2352,3,37,3,2,37001,3120,13,4,2,1,2,4,2,1,1,3,31,1,100,210,999,1,21,5,20000,20000,20000,10,15,110,1,1,0,4,170,6200,120,770,99,1,35,800,1,20,40,1,31,2,100,210,32,1,1,40,672,1,2,1,"No","No","Yes","Yes","No",0,99,334,334,334,334,1,99,0,99,99,1,99,1,99,0,202,0,0,0,0,0,10,"employed","employed","No","Man","No college degree",4,"Hispanic","married","Less than HS diploma"
2021,20210302212014,2353,4,6,1,7,6059,4481,16,3,2,1,1,0,2,1,1,3,35,1,100,210,999,4,0,1,9900,20000,20000,10,42,320,1,1,1,1,124,2100,300,9590,99,1,70,2076.92,2,999.99,999,2,34,2,100,210,40,1,2,40,2500,1,1,1,"Yes","No","No","No","No",0,99,45,45,45,45,1,99,0,99,99,2,99,1,99,0,0,0,791,0,0,0,120,"employed","employed","Yes","Man","College degree",0,"Hispanic","not married","College degree+"
2021,20210302212019,2354,1,36,4,0,36000,0,13,2,1,0,0,999,2,1,1,3,40,1,100,220,999,6,0,1,9900,9900,11000,10,32,214,1,1,0,4,110,52,160,5391,99,1,50,1153.84,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,0,1,1,4,1,99,1,99,0,0,0,655,0,0,0,0,"employed","employed","No","Man","No college degree",NA,"Hispanic","not married","Some college"
2021,20210302212022,2355,2,46,3,2,46000,0,14,5,1,1,3,9,2,1,1,3,42,2,100,210,999,1,0,1,9900,9900,9900,10,40,217,1,1,0,7,134,4350,291,9090,99,1,40,99999.99,99,999.99,999,1,42,1,100,100,40,1,1,40,730.76,1,3,1,"No","No","No","Yes","Yes",0,99,16,16,16,16,1,99,0,99,99,1,99,1,99,0,3,0,725,0,7,7,15,"employed","employed","No","Woman","College degree",9,"Hispanic","married","College degree+"
2021,20210302212023,2356,3,47,4,0,47000,0,7,1,1,0,0,999,1,1,1,3,85,2,100,100,999,3,0,1,9900,9900,9900,10,41,316,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,550,0,0,0,0,0,105,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210302212035,2357,3,51,3,2,51000,0,9,2,1,1,1,10,1,1,1,3,46,2,100,100,999,4,0,1,9900,9900,9900,10,21,112,1,1,0,6,110,410,210,7071,99,1,40,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,1,1,1,"No","No","No","Yes","No",0,4,0,0,0,0,1,99,0,99,99,1,99,1,99,60,258,0,148,0,0,0,70,"employed","employed","No","Woman","No college degree",10,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210302212038,2358,2,27,1,6,27000,0,16,4,1,1,2,12,2,1,1,3,55,2,131,100,40,1,14,5,50100,50100,50100,10,41,316,99,1,0,4,111,850,120,770,99,1,50,2884.61,2,999.99,999,1,53,1,100,100,40,1,1,35,1200,1,2,1,"No","No","No","Yes","Yes",0,99,830,830,830,830,1,99,0,99,99,2,99,1,99,0,140,0,490,0,5,5,65,"employed","employed","Yes","Woman","College degree",12,"Non-Hispanic Asian","married","College degree+"
2021,20210302212048,2359,3,12,2,5,12069,5960,9,2,1,0,0,999,2,1,1,3,63,1,100,100,999,4,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,2,76,1,100,100,21,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,360,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210302212049,2360,2,18,2,5,18000,0,5,4,1,1,2,5,2,1,1,3,33,1,100,100,999,1,0,1,9900,9900,9900,10,41,316,1,1,0,4,121,1530,180,570,99,1,45,2884.61,2,999.99,999,1,33,2,100,100,40,1,1,40,1750,1,2,1,"No","No","Yes","Yes","No",0,99,330,330,330,330,1,99,0,99,99,1,99,1,99,0,140,300,0,0,100,100,0,"employed","employed","No","Man","College degree",5,"Non-Hispanic White","married","College degree+"
2021,20210302212052,2361,4,6,1,4,6019,0,9,1,2,0,0,999,1,1,1,3,35,2,100,100,999,6,0,1,9900,9900,9900,10,32,215,4,1,0,4,150,5260,170,6290,99,1,40,880,1,22,40,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,0,1,1,2,1,99,1,99,0,90,0,0,0,0,0,0,"employed","employed","No","Woman","No college degree",NA,"Non-Hispanic White","not married","Some college"
2021,20210302212057,2362,4,41,3,0,41000,0,15,2,1,0,0,999,2,1,1,3,68,1,100,100,999,1,0,1,9900,9900,9900,10,32,216,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,67,2,100,100,40,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,620,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic White","married","Some college"
2021,20210302212058,2363,4,35,1,4,35001,200,14,1,1,0,0,999,1,1,1,3,85,1,100,250,999,3,0,1,9900,9900,9900,10,43,321,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,443,0,0,0,0,0,220,"not in labor force","unemployed",NA,"Man","College degree",NA,"Hispanic","not married","College degree+"
2021,20210302212060,2364,2,26,3,2,26021,7800,6,5,2,1,2,3,2,1,1,3,31,1,100,100,999,6,0,1,9900,9900,9900,10,21,112,1,1,0,4,170,6200,120,770,99,1,60,2000,1,20,40,2,30,2,100,100,21,0,3,999,99999.98,1,2,1,"No","No","Yes","Yes","No",1,1,0,0,0,0,1,99,0,99,99,1,99,1,99,0,290,0,630,0,0,0,0,"employed","employed","No","Man","No college degree",3,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210302212068,2365,3,54,3,3,54000,1480,13,2,1,0,0,999,2,1,1,3,77,2,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,85,1,100,100,21,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,1,1,1,1,99,99,1,1,0,300,0,0,0,0,0,170,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20210302212074,2366,2,39,2,5,39000,0,16,2,1,0,0,999,2,1,1,3,74,1,100,100,999,1,0,1,9900,9900,9900,10,30,213,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,70,2,100,100,30,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,300,0,0,0,0,0,60,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic White","married","Some college"
2021,20210302212080,2367,1,36,3,2,36000,0,13,3,1,0,0,999,3,1,1,3,50,1,100,100,999,1,0,1,9900,9900,9900,10,20,111,99,2,0,3,133,4220,240,7860,99,2,16,178.4,1,11.15,16,1,56,2,100,100,21,1,1,40,538.46,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,1,99,1,99,0,505,0,0,0,0,0,125,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20210302212088,2368,2,20,3,0,20000,0,13,1,1,0,0,999,1,1,1,3,65,1,100,100,999,4,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,615,0,0,0,0,0,5,"not in labor force","unemployed",NA,"Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210302212090,2369,2,29,4,0,29000,0,14,3,1,0,0,999,3,1,1,3,60,2,100,100,999,4,0,1,9900,9900,9900,10,40,217,99,1,0,4,140,4840,143,1990,99,2,9995,673.07,2,999.99,999,2,56,1,100,100,40,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,217,0,0,0,0,0,103,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210302212097,2370,1,36,1,5,36000,0,12,2,1,0,0,999,2,1,1,3,74,1,100,100,999,1,0,1,9900,9900,9900,10,13,107,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,75,2,100,100,21,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,735,0,0,0,0,0,100,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic White","married","Less than HS diploma"
2021,20210302212099,2371,4,6,1,7,6037,4481,13,2,1,0,0,999,2,1,1,3,59,2,100,242,999,1,10,4,21030,21030,21030,10,30,214,99,1,0,4,150,5740,131,2980,99,1,40,720,1,18,40,1,66,1,100,242,21,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,525,60,0,0,0,0,165,"employed","employed","No","Woman","No college degree",NA,"Hispanic","married","Some college"
2021,20210302212102,2372,2,46,4,0,46000,0,14,2,1,0,0,999,2,1,1,3,78,1,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,71,2,100,100,21,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,545,120,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20210302212104,2373,2,29,3,0,29000,0,13,1,1,0,0,999,1,1,1,3,68,1,100,100,999,4,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,2,0,600,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210302212105,2374,2,27,4,0,27000,0,9,2,1,0,0,999,2,1,1,3,49,2,100,100,999,1,0,1,9900,9900,9900,10,32,214,1,1,0,4,190,8800,140,1180,99,1,40,676,1,16.9,40,1,56,1,100,100,21,0,5,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,2,344,60,515,2,0,0,15,"employed","employed","No","Woman","No college degree",NA,"Non-Hispanic White","married","Some college"
2021,20210302212107,2375,1,42,1,3,42049,0,4,3,2,1,2,7,1,1,1,3,45,2,100,100,999,2,39,5,52120,52120,52120,10,10,101,1,1,0,4,190,8350,142,1691,99,1,40,390,1,9.75,40,3,999,99,9999,9999,999,99,99,999,99999.99,1,2,1,"No","No","No","Yes","No",0,99,240,240,240,240,2,99,0,99,99,99,1,2,2,0,265,0,345,0,60,60,40,"employed","employed",NA,"Woman","No college degree",7,"Non-Hispanic White","married","Less than HS diploma"
2021,20210302212114,2376,2,20,4,0,20000,0,13,1,1,0,0,999,1,1,1,3,61,2,100,100,999,3,0,1,9900,9900,9900,10,41,316,99,1,0,7,123,2014,252,8370,99,2,25,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,2,99,1,99,0,255,30,270,0,0,0,115,"employed","employed","Yes","Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210302212117,2377,3,48,4,0,48000,0,7,1,2,0,0,999,1,1,1,3,26,1,110,100,999,6,0,1,9900,9900,9900,10,21,112,1,1,0,4,190,7750,135,3570,99,1,40,560,1,14,40,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,679,0,515,0,0,0,0,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic Black","not married","HS diploma, no college"
2021,20210302212119,2378,3,12,2,3,12000,0,16,4,1,1,2,11,2,1,1,3,61,1,100,100,999,1,0,1,9900,9900,9900,10,41,316,99,1,0,3,125,2320,240,7860,99,1,43,1826.92,2,999.99,999,1,47,2,100,100,41,1,1,46,1442.3,1,2,1,"No","No","No","Yes","Yes",0,99,40,40,40,40,1,99,0,99,99,1,99,1,99,0,115,0,480,0,30,30,0,"employed","employed","No","Man","College degree",11,"Non-Hispanic White","married","College degree+"
2021,20210302212121,2379,3,13,4,0,13000,0,7,1,1,0,0,999,1,1,1,3,72,2,110,100,999,4,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,274,0,0,0,0,0,2,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic Black","not married","HS diploma, no college"
2021,20210302212122,2380,3,48,2,7,48000,0,9,2,1,0,0,999,2,1,1,3,76,1,110,100,999,1,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,73,2,110,100,30,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,0,1,3,2,99,99,1,1,0,485,0,0,0,0,0,3,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic Black","married","HS diploma, no college"
2021,20210302212128,2381,3,37,2,5,37000,0,10,2,1,0,0,999,2,1,1,3,75,1,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,1,0,6,110,440,120,770,99,1,70,99999.99,99,999.99,999,1,68,2,100,100,40,1,1,995,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,1,99,1,99,0,205,0,558,0,0,0,27,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20210302212132,2382,4,6,1,7,6037,4481,12,4,1,0,0,999,4,1,1,3,26,1,100,242,999,6,0,1,9900,21030,21030,10,30,214,1,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,591,0,0,0,0,0,13,"not in labor force","unemployed","No","Man","No college degree",NA,"Hispanic","not married","Some college"
2021,20210302212137,2383,3,54,3,0,54000,0,13,2,1,0,0,999,2,1,1,3,73,2,100,100,999,1,0,1,9900,9900,9900,10,41,316,99,1,0,7,160,6050,100,180,99,2,7,99999.99,99,999.99,999,1,75,1,100,100,40,1,1,10,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,410,0,60,0,0,0,115,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20210302212145,2384,1,36,2,7,36059,5601,16,4,2,1,2,4,2,1,1,3,36,2,131,100,20,1,33,5,51400,51400,51400,10,42,320,1,1,0,5,127,3090,250,8191,99,1,40,2884.61,2,999.99,999,1,36,1,131,100,40,1,1,40,2884.61,1,2,1,"No","No","Yes","Yes","No",0,99,293,293,293,293,1,99,0,99,99,2,99,1,99,0,90,0,582,0,55,55,165,"employed","employed","Yes","Woman","College degree",4,"Non-Hispanic Asian","married","College degree+"
2021,20210302212146,2385,2,26,1,4,26081,3000,8,3,1,1,1,0,2,1,1,3,30,2,110,100,999,1,0,1,9900,9900,9900,10,40,217,1,1,0,5,111,705,260,8570,99,1,40,906,2,999.99,999,1,32,1,200,100,30,1,1,995,500,1,1,1,"Yes","No","No","No","No",0,99,331,331,331,331,1,99,0,99,99,2,99,1,99,0,140,0,0,0,637,107,20,"employed","employed","Yes","Woman","College degree",0,"Non-Hispanic Black","married","College degree+"
2021,20210302212147,2386,3,40,5,0,40000,0,8,2,1,1,1,9,1,1,1,3,80,2,100,100,999,3,0,1,9900,9900,9900,10,21,112,99,2,0,7,160,6050,100,180,1,2,21,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,162,0,180,0,0,0,20,"employed","employed",NA,"Woman","No college degree",9,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210302212149,2387,4,2,4,0,2000,0,16,2,1,0,0,999,2,1,1,3,66,2,120,100,999,1,0,1,9900,9900,9900,10,30,112,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,1,64,1,120,100,21,1,1,46,2884.61,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,1,99,1,99,0,850,0,0,0,0,0,160,"not in labor force","unemployed","No","Woman","No college degree",NA,"American Indian, Alaskan Native","married","Some college"
2021,20210302212156,2388,3,13,3,0,13000,0,8,1,1,0,0,999,1,1,1,3,78,2,100,100,999,3,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,1,99,1,99,0,60,0,0,0,0,0,2,"not in labor force","unemployed","No","Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210302212160,2389,3,1,4,0,1000,0,4,2,1,1,1,14,1,1,1,3,41,1,100,100,999,4,0,1,9900,9900,9900,10,20,111,1,1,0,6,170,6230,120,770,99,2,30,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,99,0,99,99,99,99,1,99,0,213,0,90,0,52,52,75,"employed","employed",NA,"Man","No college degree",14,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210302212166,2390,4,53,2,6,53000,7601,16,3,2,1,1,3,2,1,1,3,31,1,100,100,999,1,43,5,49900,49900,49900,10,43,321,1,1,0,4,120,1240,190,6490,99,1,47,2884.61,2,999.99,999,1,33,2,100,100,40,1,1,28,438.46,1,1,1,"No","No","Yes","No","No",0,99,180,180,180,180,1,99,0,99,99,2,99,1,99,0,90,60,660,0,30,30,30,"employed","employed","Yes","Man","College degree",3,"Non-Hispanic White","married","College degree+"
2021,20210302212172,2391,4,6,1,4,6111,4481,15,1,1,0,0,999,1,1,1,3,42,1,100,100,999,6,0,1,9900,9900,9900,10,41,316,5,1,1,5,122,1610,292,9170,99,1,70,1846.15,1,40,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,45,45,1020,0,0,0,0,"employed","employed","No","Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210302212174,2392,4,4,2,6,4021,0,12,4,1,1,1,8,3,1,1,3,50,1,100,100,999,1,0,1,9900,9900,15000,10,30,214,99,1,0,4,140,4700,160,4971,99,1,40,944,1,23.6,40,1,53,2,100,100,32,1,1,40,1500,0,0,0,"No","No","No","No","No",0,99,245,0,245,245,1,99,0,99,99,1,99,1,99,0,60,0,570,0,30,30,220,"employed","employed","No","Man","No college degree",8,"Non-Hispanic White","married","Some college"
2021,20210302212177,2393,4,53,1,6,53033,7601,13,3,2,1,1,1,2,1,1,3,34,1,100,100,999,1,0,1,9900,9900,41300,10,21,112,1,1,0,4,132,4030,260,8590,99,1,40,645,1,15,40,1,33,2,200,100,40,1,1,40,749.2,1,1,1,"No","Yes","No","No","No",0,99,225,225,225,225,1,99,0,99,99,1,99,1,99,79,260,0,435,79,20,20,1,"employed","employed","No","Man","No college degree",1,"Non-Hispanic White","married","HS diploma, no college"
2021,20210302212180,2394,3,12,2,4,12000,0,10,2,2,0,0,999,2,1,1,3,74,1,100,100,999,4,0,1,9900,9900,9900,10,41,316,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,2,73,2,100,100,21,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,450,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20210302212191,2395,4,6,1,7,6059,4481,9,1,1,0,0,999,1,1,1,3,80,2,100,100,999,6,3,4,40500,46100,46100,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,325,90,0,0,0,0,180,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210302212193,2396,3,37,4,0,37000,0,8,4,2,1,2,10,2,1,1,3,32,2,100,100,999,1,0,1,9900,9900,9900,10,21,112,1,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,1,36,1,100,100,21,0,3,999,99999.98,1,2,1,"No","No","No","Yes","Yes",0,99,165,165,165,165,1,0,1,2,3,99,99,1,1,0,95,0,0,0,0,0,150,"not in labor force","unemployed",NA,"Woman","No college degree",10,"Non-Hispanic White","married","HS diploma, no college"
2021,20210302212197,2397,2,17,2,7,17000,1601,10,4,1,1,2,3,2,1,1,3,51,1,100,210,999,1,16,4,20000,20000,20000,10,21,112,99,2,0,4,190,7750,136,3875,99,1,50,600,2,999.99,999,1,46,2,100,210,21,0,3,999,99999.98,1,2,1,"No","No","Yes","Yes","No",0,98,0,0,0,0,1,99,0,99,99,1,99,1,99,0,394,0,0,0,329,7,0,"employed","employed","No","Man","No college degree",3,"Hispanic","married","HS diploma, no college"
2021,20210302212204,2398,3,21,1,3,21067,0,12,1,1,0,0,999,1,1,1,3,47,1,100,100,999,4,7,4,15000,15000,15000,10,30,214,1,1,0,4,132,4000,271,8680,99,1,40,1192.3,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,415,345,0,0,415,0,0,0,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","not married","Some college"
2021,20210302212206,2399,3,47,3,3,47125,0,11,2,2,0,0,999,2,1,1,3,56,1,200,100,999,1,0,1,9900,42100,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,62,2,100,100,32,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,300,0,0,0,0,0,47,"not in labor force","unemployed",NA,"Man","College degree",NA,"Multiple Races","married","College degree+"
2021,20210302212208,2400,3,48,1,7,48000,0,16,5,1,1,2,13,3,1,1,3,39,2,100,100,999,1,0,1,9900,9900,9900,10,43,321,1,1,0,6,122,1825,251,8080,99,1,50,99999.99,99,999.99,999,1,40,1,100,100,43,1,1,40,99999.98,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,185,0,0,0,14,14,370,"employed","employed","No","Woman","College degree",13,"Non-Hispanic White","married","College degree+"
2021,20210302212210,2401,2,39,2,5,39000,0,10,1,1,0,0,999,1,1,1,3,68,1,100,100,999,6,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,330,0,0,0,0,0,235,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20210302212220,2402,3,13,2,7,13000,521,12,2,1,0,0,999,2,1,1,3,26,2,110,100,999,1,0,1,9900,9900,9900,10,40,217,5,1,1,2,125,2310,240,7860,99,1,50,307.69,2,999.99,999,1,29,1,100,100,31,1,1,40,884.61,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,2,99,1,99,0,120,0,575,0,0,0,40,"employed","employed","Yes","Woman","College degree",NA,"Non-Hispanic Black","married","College degree+"
2021,20210302212221,2403,3,22,1,5,22051,0,10,1,2,0,0,999,1,1,1,3,31,2,100,100,999,6,39,5,59900,54200,54200,10,31,214,1,1,1,4,132,4000,271,8680,99,1,50,550,1,15,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,0,0,690,0,0,0,0,"employed","employed","No","Woman","No college degree",NA,"Non-Hispanic White","not married","Some college"
